participant_id,iteration,fs,accuracy,F1_accepted,F1_rejected,F1_average
,0,0.5,66.59333333333333,0.7560726281458404,0.4701279475520779,0.6131002878489591
,315,0.5,65.52666666666667,0.7456843554812375,0.46508741077893867,0.605385883130088
