participant_id,iteration,fs,consistency_10,consistency_100,theil_index,CMA_consistency_10,CMA_consistency_100,CMA_theil_index
,0,0.5,0.6734933333333333,0.6191753333333334,0.300479047812362,,,
5e909231933994023e8b3c4d,0,0.5,0.67841,0.6222460000000001,0.3093989772556952,0.67841,0.6222460000000001,0.3093989772556952
5e909231933994023e8b3c4d,1,0.5,0.6783600000000001,0.6229933333333333,0.3035987167317625,0.678385,0.6226196666666667,0.30649884699372887
5e909231933994023e8b3c4d,2,0.5,0.6765466666666666,0.6203683333333332,0.3014236349567186,0.6777722222222223,0.6218692222222222,0.30480710964805874
5e909231933994023e8b3c4d,3,0.5,0.6764066666666667,0.6207366666666666,0.3001314264353777,0.6774308333333333,0.6215860833333333,0.30363818884488847
5e909231933994023e8b3c4d,4,0.5,0.67565,0.6200146666666666,0.3063401525170547,0.6770746666666667,0.6212717999999999,0.30417858157932176
5e909231933994023e8b3c4d,5,0.5,0.6748133333333333,0.6190313333333333,0.30392401037656014,0.6766977777777777,0.6208983888888888,0.30413615304552816
5e909231933994023e8b3c4d,6,0.5,0.67891,0.6215056666666667,0.30890840641612505,0.6770138095238095,0.6209851428571429,0.30481790352704197
5e909231933994023e8b3c4d,7,0.5,0.67565,0.6194219999999999,0.30704543417276675,0.6768433333333334,0.6207897499999999,0.3050963448577576
5e909231933994023e8b3c4d,8,0.5,0.6768099999999999,0.6206523333333334,0.3072997863319216,0.6768396296296296,0.6207744814814815,0.3053411716882202
5e909231933994023e8b3c4d,9,0.5,0.6762766666666666,0.621056,0.3068902433355793,0.6767833333333333,0.6208026333333333,0.30549607885295615
5e909231933994023e8b3c4d,10,0.5,0.67496,0.619171,0.3091417162637231,0.6766175757575758,0.620654303030303,0.30582750043575313
5e909231933994023e8b3c4d,11,0.5,0.6764266666666667,0.6195166666666667,0.3100314637748729,0.6766016666666667,0.6205595,0.3061778307140131
5e909231933994023e8b3c4d,12,0.5,0.6758500000000001,0.6207133333333333,0.3072991590119431,0.6765438461538461,0.6205713333333333,0.30626408673693084
5e909231933994023e8b3c4d,13,0.5,0.6767966666666667,0.621075,0.31028122790879425,0.6765619047619048,0.6206073095238096,0.3065510253920639
5e909231933994023e8b3c4d,14,0.5,0.6783866666666667,0.6221183333333333,0.31032793773228945,0.6766835555555556,0.6207080444444445,0.3068028195480789
5e909231933994023e8b3c4d,15,0.5,0.67779,0.6219276666666667,0.3103899382951414,0.6767527083333333,0.6207842708333333,0.3070270144697704
5e909231933994023e8b3c4d,16,0.5,0.6755,0.6183633333333334,0.31295729778555564,0.6766790196078432,0.620641862745098,0.30737585466481654
5e909231933994023e8b3c4d,17,0.5,0.6779166666666667,0.6225203333333333,0.30903448397995986,0.6767477777777777,0.6207462222222222,0.30746800073788005
5e909231933994023e8b3c4d,18,0.5,0.6766833333333333,0.6198003333333333,0.30513393004437606,0.6767443859649123,0.6206964385964913,0.30734515491190617
5e909231933994023e8b3c4d,19,0.5,0.6747433333333334,0.6200023333333333,0.3102846374527324,0.6766443333333333,0.6206617333333333,0.3074921290389475
5e909231933994023e8b3c4d,20,0.5,0.6725366666666666,0.6179736666666666,0.31128848160164313,0.6764487301587302,0.6205337301587301,0.3076729077324092
5e909231933994023e8b3c4d,21,0.5,0.6728866666666666,0.6172286666666666,0.311454036272261,0.6762868181818181,0.6203835,0.3078447772114934
5e909231933994023e8b3c4d,22,0.5,0.6728633333333334,0.6173683333333333,0.3086670890261388,0.6761379710144927,0.6202524057971014,0.30788052989908665
5e909231933994023e8b3c4d,23,0.5,0.6746033333333333,0.6192833333333334,0.3076877079086706,0.6760740277777778,0.6202120277777777,0.307872495649486
5e909231933994023e8b3c4d,24,0.5,0.67313,0.6181846666666667,0.31040027278831456,0.6759562666666666,0.6201309333333334,0.3079736067350391
5e909231933994023e8b3c4d,25,0.5,0.6725633333333334,0.6164936666666667,0.3154484994561138,0.6758257692307693,0.6199910384615385,0.3082611026089266
5e909231933994023e8b3c4d,26,0.5,0.6733399999999999,0.618154,0.31386496736505903,0.6757337037037038,0.619923,0.30846865315545
5e909231933994023e8b3c4d,27,0.5,0.6747266666666667,0.619395,0.31020391779945977,0.675697738095238,0.6199041428571429,0.3085306268927361
5e909231933994023e8b3c4d,28,0.5,0.6730866666666666,0.617726,0.31630822232451306,0.6756077011494253,0.6198290344827586,0.3087988198386594
5fe100d9ece28c2fa6e9a5a1,0,0.5,0.67777,0.6217043333333334,0.3060598140336607,0.67777,0.6217043333333334,0.3060598140336607
5fe100d9ece28c2fa6e9a5a1,1,0.5,0.6782066666666666,0.6220526666666667,0.3078845512527359,0.6779883333333333,0.6218785,0.3069721826431983
5fe100d9ece28c2fa6e9a5a1,2,0.5,0.6768000000000001,0.6211343333333332,0.30576592333910874,0.6775922222222223,0.6216304444444445,0.3065700962085018
60f5bcf96cd0848f008e3902,0,0.5,0.67841,0.6222460000000001,0.3093989772556952,0.67841,0.6222460000000001,0.3093989772556952
60f5bcf96cd0848f008e3902,1,0.5,0.6791466666666667,0.6219723333333333,0.30645589945208945,0.6787783333333333,0.6221091666666667,0.30792743835389236
60f5bcf96cd0848f008e3902,2,0.5,0.6781033333333333,0.6215343333333333,0.3078710940007907,0.6785533333333333,0.6219175555555556,0.30790865690285846
6120211d8e1eab16fcb7ad69,0,0.5,0.67841,0.6222460000000001,0.3093989772556952,0.67841,0.6222460000000001,0.3093989772556952
6120211d8e1eab16fcb7ad69,1,0.5,0.6783600000000001,0.6229933333333333,0.3035987167317625,0.678385,0.6226196666666667,0.30649884699372887
6120211d8e1eab16fcb7ad69,2,0.5,0.6758900000000001,0.6202116666666666,0.3039686041483269,0.6775533333333333,0.621817,0.3056554327119282
6120211d8e1eab16fcb7ad69,3,0.5,0.6769433333333332,0.621405,0.30757712008948157,0.6774008333333333,0.621714,0.30613585455631653
6120211d8e1eab16fcb7ad69,4,0.5,0.6749433333333332,0.6188106666666666,0.3054168105082686,0.6769093333333334,0.6211333333333333,0.30599204574670696
6120211d8e1eab16fcb7ad69,5,0.5,0.67708,0.6212603333333333,0.304202670388625,0.6769377777777777,0.6211544999999999,0.30569381652035993
60e0e480c45d13e3fc1aae6b,0,0.5,0.67841,0.6222460000000001,0.3093989772556952,0.67841,0.6222460000000001,0.3093989772556952
60e0e480c45d13e3fc1aae6b,1,0.5,0.6778533333333333,0.621245,0.31164159772357847,0.6781316666666666,0.6217455000000001,0.31052028748963684
60e0e480c45d13e3fc1aae6b,2,0.5,0.6796933333333333,0.6239586666666667,0.308012375192207,0.6786522222222221,0.6224832222222223,0.30968431672382685
60e0e480c45d13e3fc1aae6b,3,0.5,0.6782766666666666,0.6226396666666667,0.3039961819395243,0.6785583333333333,0.6225223333333334,0.30826228302775127
60e0e480c45d13e3fc1aae6b,4,0.5,0.67974,0.6233876666666667,0.30654264338067244,0.6787946666666667,0.6226954,0.3079183550983355
60e0e480c45d13e3fc1aae6b,5,0.5,0.6815166666666667,0.6249156666666666,0.3081574493789075,0.6792483333333333,0.6230654444444444,0.3079582041450975
60e0e480c45d13e3fc1aae6b,6,0.5,0.6800766666666667,0.6226403333333332,0.30452235999720884,0.6793666666666667,0.6230047142857142,0.30746736926682766
60e0e480c45d13e3fc1aae6b,7,0.5,0.6767433333333333,0.6212376666666667,0.3079210882258178,0.6790387499999999,0.6227838333333333,0.30752408413670146
60e0e480c45d13e3fc1aae6b,8,0.5,0.6760066666666666,0.6202383333333333,0.3136697389879612,0.6787018518518518,0.6225010000000001,0.3082069346757303
60e0e480c45d13e3fc1aae6b,9,0.5,0.6793633333333333,0.6219196666666666,0.30941304129843505,0.678768,0.6224428666666666,0.3083275453380008
60e0e480c45d13e3fc1aae6b,10,0.5,0.67913,0.6220813333333334,0.3099376689261641,0.6788009090909091,0.62241,0.308473920209652
6151f4af8af3c53428216391,0,0.5,0.6754966666666666,0.619769,0.30517010433380304,0.6754966666666666,0.619769,0.30517010433380304
6151f4af8af3c53428216391,1,0.5,0.67654,0.6207886666666667,0.3018756184561559,0.6760183333333334,0.6202788333333333,0.30352286139497947
6101c49c2727ad36a6c593af,0,0.5,0.67777,0.6217043333333334,0.3060598140336607,0.67777,0.6217043333333334,0.3060598140336607
6101c49c2727ad36a6c593af,1,0.5,0.6779633333333333,0.623563,0.30297444391485123,0.6778666666666666,0.6226336666666668,0.304517128974256
60dc5726c777d9a0e550d1ca,0,0.5,0.67826,0.6222866666666667,0.30710465596022346,0.67826,0.6222866666666667,0.30710465596022346
60dc5726c777d9a0e550d1ca,1,0.5,0.6770433333333333,0.6205276666666666,0.3068068422265547,0.6776516666666667,0.6214071666666666,0.3069557490933891
60dc5726c777d9a0e550d1ca,2,0.5,0.6761733333333333,0.6189469999999999,0.30312951989314674,0.6771588888888888,0.6205871111111111,0.30568033935997496
60dc5726c777d9a0e550d1ca,3,0.5,0.6768933333333333,0.6207003333333334,0.30642919993021295,0.6770925,0.6206154166666666,0.30586755450253444
60dc5726c777d9a0e550d1ca,4,0.5,0.6778266666666667,0.6222523333333333,0.30426627082160745,0.6772393333333333,0.6209428,0.30554729776634904
60dc5726c777d9a0e550d1ca,5,0.5,0.6774466666666666,0.6217223333333333,0.305355859571234,0.6772738888888888,0.6210727222222222,0.30551539140049655
60dc5726c777d9a0e550d1ca,6,0.5,0.6762233333333334,0.6208140000000001,0.30732451381440407,0.6771238095238096,0.6210357619047618,0.3057738374596262
