participant_id,iteration,fs,consistency_10,consistency_100,theil_index
,0,0.5,0.6734933333333333,0.6191753333333334,0.300479047812362
5e909231933994023e8b3c4d,0,0.5,0.67841,0.6222460000000001,0.3093989772556952
5e909231933994023e8b3c4d,1,0.5,0.6783600000000001,0.6229933333333333,0.3035987167317625
5e909231933994023e8b3c4d,2,0.5,0.6765466666666666,0.6203683333333332,0.3014236349567186
5e909231933994023e8b3c4d,3,0.5,0.6764066666666667,0.6207366666666666,0.3001314264353777
5e909231933994023e8b3c4d,4,0.5,0.67565,0.6200146666666666,0.3063401525170547
5e909231933994023e8b3c4d,5,0.5,0.6748133333333333,0.6190313333333333,0.30392401037656014
5e909231933994023e8b3c4d,6,0.5,0.67891,0.6215056666666667,0.30890840641612505
5e909231933994023e8b3c4d,7,0.5,0.67565,0.6194219999999999,0.30704543417276675
5e909231933994023e8b3c4d,8,0.5,0.6768099999999999,0.6206523333333334,0.3072997863319216
5e909231933994023e8b3c4d,9,0.5,0.6762766666666666,0.621056,0.3068902433355793
5e909231933994023e8b3c4d,10,0.5,0.67496,0.619171,0.3091417162637231
5e909231933994023e8b3c4d,11,0.5,0.6764266666666667,0.6195166666666667,0.3100314637748729
5e909231933994023e8b3c4d,12,0.5,0.6758500000000001,0.6207133333333333,0.3072991590119431
5e909231933994023e8b3c4d,13,0.5,0.6767966666666667,0.621075,0.31028122790879425
5e909231933994023e8b3c4d,14,0.5,0.6783866666666667,0.6221183333333333,0.31032793773228945
5e909231933994023e8b3c4d,15,0.5,0.67779,0.6219276666666667,0.3103899382951414
5e909231933994023e8b3c4d,16,0.5,0.6755,0.6183633333333334,0.31295729778555564
5e909231933994023e8b3c4d,17,0.5,0.6779166666666667,0.6225203333333333,0.30903448397995986
5e909231933994023e8b3c4d,18,0.5,0.6766833333333333,0.6198003333333333,0.30513393004437606
5e909231933994023e8b3c4d,19,0.5,0.6747433333333334,0.6200023333333333,0.3102846374527324
5e909231933994023e8b3c4d,20,0.5,0.6725366666666666,0.6179736666666666,0.31128848160164313
5e909231933994023e8b3c4d,21,0.5,0.6728866666666666,0.6172286666666666,0.311454036272261
5e909231933994023e8b3c4d,22,0.5,0.6728633333333334,0.6173683333333333,0.3086670890261388
5e909231933994023e8b3c4d,23,0.5,0.6746033333333333,0.6192833333333334,0.3076877079086706
5e909231933994023e8b3c4d,24,0.5,0.67313,0.6181846666666667,0.31040027278831456
5e909231933994023e8b3c4d,25,0.5,0.6725633333333334,0.6164936666666667,0.3154484994561138
5e909231933994023e8b3c4d,26,0.5,0.6733399999999999,0.618154,0.31386496736505903
5e909231933994023e8b3c4d,27,0.5,0.6747266666666667,0.619395,0.31020391779945977
5e909231933994023e8b3c4d,28,0.5,0.6730866666666666,0.617726,0.31630822232451306
5fe100d9ece28c2fa6e9a5a1,0,0.5,0.67777,0.6217043333333334,0.3060598140336607
5fe100d9ece28c2fa6e9a5a1,1,0.5,0.6782066666666666,0.6220526666666667,0.3078845512527359
5fe100d9ece28c2fa6e9a5a1,2,0.5,0.6768000000000001,0.6211343333333332,0.30576592333910874
60f5bcf96cd0848f008e3902,0,0.5,0.67841,0.6222460000000001,0.3093989772556952
60f5bcf96cd0848f008e3902,1,0.5,0.6791466666666667,0.6219723333333333,0.30645589945208945
60f5bcf96cd0848f008e3902,2,0.5,0.6781033333333333,0.6215343333333333,0.3078710940007907
6120211d8e1eab16fcb7ad69,0,0.5,0.67841,0.6222460000000001,0.3093989772556952
6120211d8e1eab16fcb7ad69,1,0.5,0.6783600000000001,0.6229933333333333,0.3035987167317625
6120211d8e1eab16fcb7ad69,2,0.5,0.6758900000000001,0.6202116666666666,0.3039686041483269
6120211d8e1eab16fcb7ad69,3,0.5,0.6769433333333332,0.621405,0.30757712008948157
6120211d8e1eab16fcb7ad69,4,0.5,0.6749433333333332,0.6188106666666666,0.3054168105082686
6120211d8e1eab16fcb7ad69,5,0.5,0.67708,0.6212603333333333,0.304202670388625
60e0e480c45d13e3fc1aae6b,0,0.5,0.67841,0.6222460000000001,0.3093989772556952
60e0e480c45d13e3fc1aae6b,1,0.5,0.6778533333333333,0.621245,0.31164159772357847
60e0e480c45d13e3fc1aae6b,2,0.5,0.6796933333333333,0.6239586666666667,0.308012375192207
60e0e480c45d13e3fc1aae6b,3,0.5,0.6782766666666666,0.6226396666666667,0.3039961819395243
60e0e480c45d13e3fc1aae6b,4,0.5,0.67974,0.6233876666666667,0.30654264338067244
60e0e480c45d13e3fc1aae6b,5,0.5,0.6815166666666667,0.6249156666666666,0.3081574493789075
60e0e480c45d13e3fc1aae6b,6,0.5,0.6800766666666667,0.6226403333333332,0.30452235999720884
60e0e480c45d13e3fc1aae6b,7,0.5,0.6767433333333333,0.6212376666666667,0.3079210882258178
60e0e480c45d13e3fc1aae6b,8,0.5,0.6760066666666666,0.6202383333333333,0.3136697389879612
60e0e480c45d13e3fc1aae6b,9,0.5,0.6793633333333333,0.6219196666666666,0.30941304129843505
60e0e480c45d13e3fc1aae6b,10,0.5,0.67913,0.6220813333333334,0.3099376689261641
6151f4af8af3c53428216391,0,0.5,0.6754966666666666,0.619769,0.30517010433380304
6151f4af8af3c53428216391,1,0.5,0.67654,0.6207886666666667,0.3018756184561559
6101c49c2727ad36a6c593af,0,0.5,0.67777,0.6217043333333334,0.3060598140336607
6101c49c2727ad36a6c593af,1,0.5,0.6779633333333333,0.623563,0.30297444391485123
60dc5726c777d9a0e550d1ca,0,0.5,0.67826,0.6222866666666667,0.30710465596022346
60dc5726c777d9a0e550d1ca,1,0.5,0.6770433333333333,0.6205276666666666,0.3068068422265547
