participant_id,iteration,fs,consistency_10,consistency_100,theil_index
,0,0.5,0.6734933333333333,0.6191753333333334,0.300479047812362
5e909231933994023e8b3c4d,0,0.5,0.6757366666666667,0.6196736666666667,0.3091103743106702
5e909231933994023e8b3c4d,1,0.5,0.6785266666666667,0.622159,0.2991395286862818
5e909231933994023e8b3c4d,2,0.5,0.6766433333333333,0.6204923333333333,0.306850096032059
5e909231933994023e8b3c4d,3,0.5,0.6781366666666666,0.6219303333333333,0.30492256644860216
5e909231933994023e8b3c4d,4,0.5,0.6765466666666666,0.6211003333333334,0.3046612363940771
5e909231933994023e8b3c4d,5,0.5,0.67673,0.6221063333333334,0.3008998436145066
5e909231933994023e8b3c4d,6,0.5,0.67889,0.6223676666666667,0.30935748515011785
5e909231933994023e8b3c4d,7,0.5,0.6766566666666667,0.6224896666666667,0.30416513874727696
5e909231933994023e8b3c4d,8,0.5,0.6758966666666666,0.6201053333333333,0.3068288886717474
5e909231933994023e8b3c4d,9,0.5,0.6784233333333334,0.6223396666666667,0.30486803040475663
5e909231933994023e8b3c4d,10,0.5,0.6766766666666666,0.6201883333333333,0.31118588587072316
5e909231933994023e8b3c4d,11,0.5,0.6762866666666667,0.6205973333333332,0.30341560745376656
5e909231933994023e8b3c4d,12,0.5,0.6763399999999999,0.6216543333333333,0.3085350584426009
5e909231933994023e8b3c4d,13,0.5,0.6766633333333334,0.6206063333333334,0.3046396651869011
5e909231933994023e8b3c4d,14,0.5,0.6792433333333333,0.622091,0.31165972170562944
5e909231933994023e8b3c4d,15,0.5,0.6773666666666667,0.6212646666666667,0.30512067648983204
5e909231933994023e8b3c4d,16,0.5,0.6771,0.6217746666666666,0.31035884436045513
5e909231933994023e8b3c4d,17,0.5,0.6756300000000001,0.6198116666666668,0.3086247150798293
5e909231933994023e8b3c4d,18,0.5,0.6739266666666668,0.618309,0.3052380879446176
5e909231933994023e8b3c4d,19,0.5,0.67572,0.6194756666666668,0.3042354835196453
5e909231933994023e8b3c4d,20,0.5,0.6743933333333334,0.6189413333333333,0.3061467188112415
5e909231933994023e8b3c4d,21,0.5,0.6761566666666667,0.6201626666666666,0.3041108267209477
5e909231933994023e8b3c4d,22,0.5,0.6758233333333333,0.6191306666666666,0.30352407377950863
5e909231933994023e8b3c4d,23,0.5,0.67599,0.6209016666666667,0.30721039201533573
5e909231933994023e8b3c4d,24,0.5,0.67479,0.6190086666666667,0.30262848902238537
5e909231933994023e8b3c4d,25,0.5,0.6758266666666666,0.6189896666666667,0.3085824618420617
5e909231933994023e8b3c4d,26,0.5,0.6778933333333333,0.6217996666666666,0.3038321202091344
5e909231933994023e8b3c4d,27,0.5,0.67577,0.6199503333333334,0.3000553637166652
5e909231933994023e8b3c4d,28,0.5,0.6760433333333333,0.6205933333333333,0.3030420419825504
5e909231933994023e8b3c4d,29,0.5,0.6765266666666667,0.6204863333333333,0.30696470061634235
5e909231933994023e8b3c4d,30,0.5,0.67578,0.6192353333333334,0.3054635440575201
5e909231933994023e8b3c4d,31,0.5,0.67309,0.6170033333333333,0.31339261865486173
5e909231933994023e8b3c4d,32,0.5,0.67301,0.618031,0.3111515877953197
5e909231933994023e8b3c4d,33,0.5,0.6739566666666668,0.6185543333333334,0.3094450302336829
5e909231933994023e8b3c4d,34,0.5,0.6754766666666667,0.619041,0.31304546295183167
5e909231933994023e8b3c4d,35,0.5,0.6774933333333333,0.6208016666666667,0.30822982965560786
5e909231933994023e8b3c4d,36,0.5,0.6766000000000001,0.6205686666666667,0.3072120259688293
5e909231933994023e8b3c4d,37,0.5,0.6754433333333333,0.6200393333333334,0.30695555699581734
5e909231933994023e8b3c4d,38,0.5,0.67685,0.6208166666666667,0.3124459758327238
5e909231933994023e8b3c4d,39,0.5,0.68028,0.6246426666666667,0.3049388648577583
5e909231933994023e8b3c4d,40,0.5,0.6752066666666667,0.6197586666666666,0.3102381220079826
5e909231933994023e8b3c4d,41,0.5,0.6768433333333332,0.6208929999999999,0.31136570384460843
5e909231933994023e8b3c4d,42,0.5,0.6754633333333333,0.6207653333333333,0.30761717859411875
5e909231933994023e8b3c4d,43,0.5,0.6750533333333333,0.6194996666666666,0.30666253268236354
5e909231933994023e8b3c4d,44,0.5,0.6739566666666668,0.6174896666666667,0.3082213222281637
5e909231933994023e8b3c4d,45,0.5,0.6758333333333333,0.6205446666666667,0.3116370919544298
5e909231933994023e8b3c4d,46,0.5,0.6778766666666667,0.620836,0.3125079528815564
5e909231933994023e8b3c4d,47,0.5,0.67518,0.6189016666666667,0.30704202536869474
5e909231933994023e8b3c4d,48,0.5,0.6776666666666666,0.6213316666666666,0.31236945665668847
5e909231933994023e8b3c4d,49,0.5,0.6763633333333333,0.6210763333333333,0.31163102081826327
5e909231933994023e8b3c4d,50,0.5,0.6759700000000001,0.6188766666666666,0.3125490202376764
5e909231933994023e8b3c4d,51,0.5,0.6737666666666666,0.6172923333333333,0.3122358433529652
5e909231933994023e8b3c4d,52,0.5,0.6773166666666667,0.621604,0.3083086519998054
5e909231933994023e8b3c4d,53,0.5,0.67572,0.6198143333333332,0.309963282901791
5e909231933994023e8b3c4d,54,0.5,0.6745566666666667,0.6186596666666667,0.3102166182792696
5e909231933994023e8b3c4d,55,0.5,0.6735833333333333,0.6175280000000001,0.31034675617462104
5e909231933994023e8b3c4d,56,0.5,0.6764733333333334,0.620832,0.31253848003271034
5e909231933994023e8b3c4d,57,0.5,0.6764866666666667,0.6209576666666666,0.3076902324845202
5e909231933994023e8b3c4d,58,0.5,0.6738633333333333,0.6179776666666666,0.305853287763261
5e909231933994023e8b3c4d,59,0.5,0.6737966666666667,0.6192366666666667,0.3069251766086805
5e909231933994023e8b3c4d,60,0.5,0.6739366666666666,0.6178343333333334,0.31050328057548426
5e909231933994023e8b3c4d,61,0.5,0.6718033333333333,0.6166786666666667,0.30958591549407727
5e909231933994023e8b3c4d,62,0.5,0.6733466666666666,0.615997,0.3093062019195194
5e909231933994023e8b3c4d,63,0.5,0.6746333333333333,0.6183493333333333,0.3116071657416351
5e909231933994023e8b3c4d,64,0.5,0.67386,0.6185733333333334,0.3098744983285034
5e909231933994023e8b3c4d,65,0.5,0.6746833333333333,0.617312,0.3103936040188155
5e909231933994023e8b3c4d,66,0.5,0.6739666666666666,0.6181800000000001,0.312023155628858
5e909231933994023e8b3c4d,67,0.5,0.6729066666666668,0.6170913333333332,0.3076899311517059
5e909231933994023e8b3c4d,68,0.5,0.6740833333333334,0.6175873333333334,0.30878074551772683
5e909231933994023e8b3c4d,69,0.5,0.6725533333333333,0.6175216666666666,0.310766305570328
5e909231933994023e8b3c4d,70,0.5,0.67622,0.619515,0.31229954122367476
5e909231933994023e8b3c4d,71,0.5,0.6716033333333333,0.6161793333333333,0.30929970802554985
5e909231933994023e8b3c4d,72,0.5,0.6753266666666666,0.6201753333333333,0.3066921430155598
5e909231933994023e8b3c4d,73,0.5,0.6730733333333334,0.6170226666666667,0.30950892621816484
5e909231933994023e8b3c4d,74,0.5,0.6748633333333334,0.6182846666666667,0.30524028990022384
5e909231933994023e8b3c4d,75,0.5,0.6722866666666667,0.6173770000000001,0.3137091713051013
5e909231933994023e8b3c4d,76,0.5,0.6755766666666667,0.6187463333333333,0.30788598934209815
5e909231933994023e8b3c4d,77,0.5,0.6744866666666667,0.6190506666666666,0.30877851365721587
5e909231933994023e8b3c4d,78,0.5,0.6739233333333334,0.6180823333333333,0.3127391767394079
5e909231933994023e8b3c4d,79,0.5,0.6734833333333333,0.6170493333333333,0.30982112071226986
5e909231933994023e8b3c4d,80,0.5,0.6744066666666667,0.6179733333333333,0.3083558966363345
5e909231933994023e8b3c4d,81,0.5,0.6741966666666667,0.6178683333333332,0.3135859647381854
5e909231933994023e8b3c4d,82,0.5,0.6723999999999999,0.6171373333333333,0.3132039215376798
5e909231933994023e8b3c4d,83,0.5,0.6729633333333334,0.6174523333333333,0.309145942851146
5e909231933994023e8b3c4d,84,0.5,0.6725533333333333,0.6175196666666667,0.3110809242208988
5e909231933994023e8b3c4d,85,0.5,0.6693566666666667,0.6138870000000001,0.3140793825800698
5e909231933994023e8b3c4d,86,0.5,0.6728233333333333,0.6169946666666667,0.306665659988081
5e909231933994023e8b3c4d,87,0.5,0.6724866666666667,0.6161793333333333,0.3110507686222489
5e909231933994023e8b3c4d,88,0.5,0.6739066666666667,0.6172213333333334,0.31160905234214703
5e909231933994023e8b3c4d,89,0.5,0.67236,0.6165160000000001,0.30620251590167674
5e909231933994023e8b3c4d,90,0.5,0.67259,0.6168166666666667,0.309173616924337
5e909231933994023e8b3c4d,91,0.5,0.6739066666666667,0.6188216666666667,0.3075814694517708
