Feature,DemographicParityRatio,ConditionalDemographicDisparity,EqualOpportunityDifference,AverageOddsDifference,PredictiveParity,fs,iteration,participant_id,CMA_DemographicParityRatio,CMA_ConditionalDemographicDisparity,CMA_EqualOpportunityDifference,CMA_AverageOddsDifference,CMA_PredictiveParity
REGION_RATING_CLIENT,0.523500809006944,0.002535711501268,-0.3536136486774763,-0.3990641776127151,-0.075437456722466,0.5,3,5c48be0496d59b000183e68d,0.5234008897625011,-0.0008951162845750749,-0.35184156052308163,-0.39288843167529625,-0.0787940449345324
REGION_RATING_CLIENT_W_CITY,0.5000587609583651,0.0017727977413375,-0.3725889471922943,-0.4144547839207861,-0.0794879476774511,0.5,3,5c48be0496d59b000183e68d,0.4988499343567038,-0.00165337737805215,-0.37190220034982036,-0.40961158072416826,-0.08280514286292445
OBS_30_CNT_SOCIAL_CIRCLE,0.9413994412337052,-0.0038552214261882,-0.0278793655314369,-0.0429946539228274,-0.0222733995228276,0.5,3,5c48be0496d59b000183e68d,0.9500599497249046,-0.004944725160476775,-0.03360450285948938,-0.047996580408367025,-0.02249178352832505
DEF_30_CNT_SOCIAL_CIRCLE,0.6752542212396726,-0.0193938334926236,-0.1776386538208696,-0.174013887780972,-0.035364152649459,0.5,3,5c48be0496d59b000183e68d,0.6626921713152282,-0.020029411280215476,-0.18341702050367337,-0.18223579715608815,-0.030688465855353425
OBS_60_CNT_SOCIAL_CIRCLE,0.9549991358451434,-0.0030907905820496,-0.0278614416519911,-0.0297397689819282,-0.0198567812801537,0.5,3,5c48be0496d59b000183e68d,0.9555829555997687,-0.004315705422249375,-0.035157709168197125,-0.036098961499922276,-0.01799501953330615
DEF_60_CNT_SOCIAL_CIRCLE,0.6082727600322109,-0.0140955380754209,-0.2236708802855511,-0.20325309321842,-0.0624183758148968,0.5,3,5c48be0496d59b000183e68d,0.6125156368864233,-0.0138625276156215,-0.21663805415165124,-0.20156033108718474,-0.057596124335152446
CODE_GENDER,0.7652353149048903,-0.0400867997473128,-0.1424171076556163,-0.1418793665952508,-0.0237339717418301,0.5,4,5c48be0496d59b000183e68d,0.7665274500457133,-0.03969072547432538,-0.1381305469871637,-0.1439499904600167,-0.02040668898853042
NAME_FAMILY_STATUS,0.6491954647294453,-0.0479328088072347,-0.224188132474701,-0.2707688700734447,-0.039075124632928,0.5,4,5c48be0496d59b000183e68d,0.6536645374504457,-0.046654846110423684,-0.22048723551057953,-0.2677309709828807,-0.03876408147715818
AGE,0.4127170361514881,-0.0008232172906457,-0.4356428439099408,-0.4950568608393019,-0.0620157756354076,0.5,4,5c48be0496d59b000183e68d,0.4389525281068888,-0.00092523134784508,-0.4104298720807469,-0.45652748731190745,-0.07067464672497017
REGION_RATING_CLIENT,0.5290864647924609,0.0010896944593351,-0.3429391153977577,-0.3927790191592529,-0.072948933965472,0.5,4,5c48be0496d59b000183e68d,0.5245380047684931,-0.00049815413579304,-0.35006107149801685,-0.39286654917208763,-0.07762502274072032
REGION_RATING_CLIENT_W_CITY,0.5054433194171186,-0.0007968448472051,-0.3616208346701717,-0.406249712914662,-0.0775578362482358,0.5,4,5c48be0496d59b000183e68d,0.5001686113687868,-0.00148207087188274,-0.36984592721389065,-0.40893920716226706,-0.08175568153998672
OBS_30_CNT_SOCIAL_CIRCLE,0.9532841557697076,-0.0056455585767456,-0.0273778816310282,-0.0534327480771361,-0.0292053930215391,0.5,4,5c48be0496d59b000183e68d,0.9507047909338653,-0.00508489184373054,-0.03235917861379714,-0.049083813942120844,-0.023834505426967863
DEF_30_CNT_SOCIAL_CIRCLE,0.6712749018407681,-0.0196111950237589,-0.1785032333621874,-0.1763258544696735,-0.0316918592061845,0.5,4,5c48be0496d59b000183e68d,0.6644087174203361,-0.01994576802892416,-0.1824342630753762,-0.1810538086188052,-0.030889144525519642
OBS_60_CNT_SOCIAL_CIRCLE,0.9581435413184464,-0.0052604475219295,-0.0275224205036037,-0.0426166305884297,-0.0234320859320859,0.5,4,5c48be0496d59b000183e68d,0.9560950727435042,-0.0045046538421854,-0.03363065143527844,-0.03740249531762376,-0.0190824328130621
DEF_60_CNT_SOCIAL_CIRCLE,0.6049134012177727,-0.0142010235497255,-0.2018687492810432,-0.2123983087468317,-0.0216128484012965,0.5,4,5c48be0496d59b000183e68d,0.6109951897526932,-0.0139302268024423,-0.21368419317752965,-0.2037279266191141,-0.05039946914838126
CODE_GENDER,0.7661628220515904,-0.0399933594273556,-0.1388035810969733,-0.1450599528454798,-0.0203236141650882,0.5,0,5c83f171fff8430001e997b4,0.7661628220515904,-0.0399933594273556,-0.1388035810969733,-0.1450599528454798,-0.0203236141650882
NAME_FAMILY_STATUS,0.6669733080472133,-0.047456099509847,-0.2007011844526219,-0.2639416025915149,-0.0414646521125069,0.5,0,5c83f171fff8430001e997b4,0.6669733080472133,-0.047456099509847,-0.2007011844526219,-0.2639416025915149,-0.0414646521125069
AGE,0.4352833188180167,-0.0021682686809156,-0.4073452569880161,-0.4567079033094304,-0.0586923440205698,0.5,0,5c83f171fff8430001e997b4,0.4352833188180167,-0.0021682686809156,-0.4073452569880161,-0.4567079033094304,-0.0586923440205698
REGION_RATING_CLIENT,0.52654082432895,-0.0015754985223895,-0.3502573120611961,-0.3913268727525476,-0.0816698106623551,0.5,0,5c83f171fff8430001e997b4,0.52654082432895,-0.0015754985223895,-0.3502573120611961,-0.3913268727525476,-0.0816698106623551
REGION_RATING_CLIENT_W_CITY,0.4981978660410033,-0.0027685387708269,-0.3751487771809441,-0.4104764346388106,-0.0856838338852726,0.5,0,5c83f171fff8430001e997b4,0.4981978660410033,-0.0027685387708269,-0.3751487771809441,-0.4104764346388106,-0.0856838338852726
OBS_30_CNT_SOCIAL_CIRCLE,0.970899775712302,-0.0042607465857654,-0.0371860071159165,-0.0431836890007814,-0.0267463119404867,0.5,0,5c83f171fff8430001e997b4,0.970899775712302,-0.0042607465857654,-0.0371860071159165,-0.0431836890007814,-0.0267463119404867
DEF_30_CNT_SOCIAL_CIRCLE,0.6748836503795915,-0.0194330689678589,-0.1730082466125506,-0.177007246021477,-0.0278641345483623,0.5,0,5c83f171fff8430001e997b4,0.6748836503795915,-0.0194330689678589,-0.1730082466125506,-0.177007246021477,-0.0278641345483623
OBS_60_CNT_SOCIAL_CIRCLE,0.967539894169505,-0.0034893844975661,-0.0386883474100295,-0.0384730354508853,-0.0241655052600039,0.5,0,5c83f171fff8430001e997b4,0.967539894169505,-0.0034893844975661,-0.0386883474100295,-0.0384730354508853,-0.0241655052600039
DEF_60_CNT_SOCIAL_CIRCLE,0.6420307183420643,-0.0128857985095449,-0.1968754057270325,-0.184727599433572,-0.0612310229793122,0.5,0,5c83f171fff8430001e997b4,0.6420307183420643,-0.0128857985095449,-0.1968754057270325,-0.184727599433572,-0.0612310229793122
CODE_GENDER,0.7602093553312675,-0.040847853034589,-0.1429862789055086,-0.1479236926951178,-0.0196544209106621,0.5,1,5c83f171fff8430001e997b4,0.763186088691429,-0.0404206062309723,-0.14089493000124095,-0.1464918227702988,-0.019989017537875152
NAME_FAMILY_STATUS,0.6376256098008403,-0.0432696880160144,-0.2399789722696806,-0.2849972358200093,-0.0482689099960934,0.5,1,5c83f171fff8430001e997b4,0.6522994589240267,-0.0453628937629307,-0.22034007836115124,-0.27446941920576207,-0.04486678105430015
AGE,0.4571408359608699,0.0025093201534033,-0.4035864710490897,-0.441108247829713,-0.0776995198840475,0.5,1,5c83f171fff8430001e997b4,0.4462120773894433,0.0001705257362438499,-0.4054658640185529,-0.4489080755695717,-0.06819593195230865
REGION_RATING_CLIENT,0.527077526453258,-0.0019727739718312,-0.3459731039990031,-0.3821214875674285,-0.0767627816312546,0.5,1,5c83f171fff8430001e997b4,0.526809175391104,-0.00177413624711035,-0.3481152080300996,-0.38672418015998805,-0.07921629614680485
REGION_RATING_CLIENT_W_CITY,0.5062729341143438,-0.0029726551899503,-0.3615302746469884,-0.3945021351286283,-0.0817928344278983,0.5,1,5c83f171fff8430001e997b4,0.5022354000776735,-0.0028705969803886,-0.36833952591396624,-0.4024892848837195,-0.08373833415658545
OBS_30_CNT_SOCIAL_CIRCLE,0.9537082206832408,-0.0034436920115073,-0.0246568581442991,-0.0516029380771206,-0.0328223547718941,0.5,1,5c83f171fff8430001e997b4,0.9623039981977715,-0.0038522192986363496,-0.030921432630107798,-0.047393313538951,-0.0297843333561904
DEF_30_CNT_SOCIAL_CIRCLE,0.6910647141250252,-0.0183402037052556,-0.1803123810146274,-0.1570653450360877,-0.0583946039278248,0.5,1,5c83f171fff8430001e997b4,0.6829741822523083,-0.01888663633655725,-0.176660313813589,-0.16703629552878235,-0.043129369238093546
OBS_60_CNT_SOCIAL_CIRCLE,0.9639317434649808,-0.0031869397756264,-0.0222819156754022,-0.0429627155285804,-0.0273000720445094,0.5,1,5c83f171fff8430001e997b4,0.9657358188172429,-0.0033381621365962504,-0.03048513154271585,-0.04071787548973285,-0.02573278865225665
DEF_60_CNT_SOCIAL_CIRCLE,0.6408242310025095,-0.0128465714714414,-0.2183169652257036,-0.1763993021117852,-0.0941620397475406,0.5,1,5c83f171fff8430001e997b4,0.6414274746722869,-0.012866184990493149,-0.20759618547636804,-0.1805634507726786,-0.0776965313634264
CODE_GENDER,0.7688447621700077,-0.0395915781857,-0.1372768421913122,-0.1440654793738924,-0.0214575406350419,0.5,2,5c83f171fff8430001e997b4,0.7650723131842886,-0.04014426354921487,-0.1396889007312647,-0.14568304163816334,-0.020478525236930733
NAME_FAMILY_STATUS,0.6510849872093112,-0.0452035058603567,-0.2250905588776448,-0.2692584442165033,-0.033509519620053,0.5,2,5c83f171fff8430001e997b4,0.6518946350191216,-0.045309764462072695,-0.2219235718666491,-0.27273242754267585,-0.041081027242884434
AGE,0.4594732497496449,-0.0002323785826767,-0.3955251698038244,-0.4338167276418629,-0.0790936380362157,0.5,2,5c83f171fff8430001e997b4,0.45063246817617714,3.6224296603666586e-05,-0.4021522992803101,-0.44387762626033544,-0.07182850064694433
REGION_RATING_CLIENT,0.5358430467109122,-0.0020828963485506,-0.3394319878725408,-0.3762367913033813,-0.0820929928715907,0.5,2,5c83f171fff8430001e997b4,0.52982046583104,-0.0018770562809237664,-0.3452208013109133,-0.3832283838744524,-0.0801751950550668
REGION_RATING_CLIENT_W_CITY,0.509709446516786,-0.0040155777521557,-0.3600183534980318,-0.3949319437759914,-0.0857728309970661,0.5,2,5c83f171fff8430001e997b4,0.504726748890711,-0.0032522572376443002,-0.3655658017753214,-0.3999701711811434,-0.08441649977007899
OBS_30_CNT_SOCIAL_CIRCLE,0.9353604584556904,-0.0083548528517219,-0.0383234676341416,-0.0398607497654929,-0.0115282975403459,0.5,2,5c83f171fff8430001e997b4,0.9533228182837444,-0.0053530971496648675,-0.0333887776314524,-0.0448824589477983,-0.023698988084242232
DEF_30_CNT_SOCIAL_CIRCLE,0.6671385336910963,-0.0199502520840024,-0.1910693236804925,-0.1775184904629577,-0.047115476149849,0.5,2,5c83f171fff8430001e997b4,0.6776956327319045,-0.019241174919038966,-0.18146331710255684,-0.1705303605068408,-0.044458071542012034
OBS_60_CNT_SOCIAL_CIRCLE,0.9410176916380282,-0.0079718898528372,-0.03438478383498,-0.0317615655203538,-0.0071703539861652,0.5,2,5c83f171fff8430001e997b4,0.957496443090838,-0.0048827380420099,-0.03178501564013723,-0.037732438833273166,-0.019545310430226167
DEF_60_CNT_SOCIAL_CIRCLE,0.5880893913173013,-0.014876639450411,-0.2486184258766563,-0.2142556642212766,-0.0790238806776055,0.5,2,5c83f171fff8430001e997b4,0.6236481135539583,-0.013536336477132434,-0.22127026560979746,-0.19179418858887795,-0.07813898113481943
CODE_GENDER,0.7636482092308993,-0.0403980078519242,-0.141831106213063,-0.1451043543308233,-0.0214344117851497,0.5,3,5c83f171fff8430001e997b4,0.7647162871959412,-0.0402076996248922,-0.14022445210171428,-0.14553836981132834,-0.020717496873985476
NAME_FAMILY_STATUS,0.6472844525445114,-0.0468668477322238,-0.2175905588776449,-0.2814316254622653,-0.0333428158599625,0.5,3,5c83f171fff8430001e997b4,0.6507420894004691,-0.04569903527961047,-0.22084031861939804,-0.2749072270225732,-0.03914647439715395
AGE,0.4506600831947672,0.0010552927917056,-0.4058787947778767,-0.4520370183897587,-0.0773429828427393,0.5,3,5c83f171fff8430001e997b4,0.45063937193082465,0.00029099142037914994,-0.4030839231547017,-0.44591747429269124,-0.07320712119589308
REGION_RATING_CLIENT,0.5265811471900465,-0.0035296273513088,-0.3379776461326733,-0.3982072972579453,-0.0676814988290397,0.5,3,5c83f171fff8430001e997b4,0.5290106361707917,-0.002290199048520025,-0.34341001251635334,-0.38697311222032565,-0.07705177099856003
REGION_RATING_CLIENT_W_CITY,0.4976555707066656,-0.0045964877342603,-0.3650603905983171,-0.4185595255168655,-0.0739785173499196,0.5,3,5c83f171fff8430001e997b4,0.5029589543446997,-0.0035883148617983,-0.36543944898107034,-0.40461750976507393,-0.08180700416503915
OBS_30_CNT_SOCIAL_CIRCLE,0.9617288826836168,-0.0040527045384725,-0.0222773852714659,-0.0550604775016983,-0.0334730044751484,0.5,3,5c83f171fff8430001e997b4,0.9554243343837125,-0.005027998996866775,-0.030610929541455775,-0.047426963586273296,-0.026142492181968777
DEF_30_CNT_SOCIAL_CIRCLE,0.6889759874515694,-0.0185535484039472,-0.1755964753350209,-0.1620530356764893,-0.0481837315523066,0.5,3,5c83f171fff8430001e997b4,0.6805157214118206,-0.019069268290266027,-0.17999660666067285,-0.16841102929925292,-0.045389486544585675
OBS_60_CNT_SOCIAL_CIRCLE,0.968950635376025,-0.0035334065663038,-0.0204572009435999,-0.0412355705966346,-0.0273937896149845,0.5,3,5c83f171fff8430001e997b4,0.9603599911621348,-0.004545405173083375,-0.028953061966002898,-0.03860822177411352,-0.021507430226415748
DEF_60_CNT_SOCIAL_CIRCLE,0.6085711117047975,-0.0140737086490468,-0.2199846084401986,-0.2038384075962088,-0.0567091152409153,0.5,3,5c83f171fff8430001e997b4,0.6198788630916682,-0.013670679520111025,-0.22094885131739775,-0.19480524334071064,-0.0727815146613434
CODE_GENDER,0.7726532095967155,-0.0388925655080998,-0.1352043155009615,-0.1399749418739359,-0.0225093459498325,0.5,4,5c83f171fff8430001e997b4,0.766303671676096,-0.03994467280153372,-0.13922042478156374,-0.14442568422384983,-0.02107586668915488
NAME_FAMILY_STATUS,0.6636254786443206,-0.0439862062898232,-0.2138580956761729,-0.2656123151461416,-0.0379053798727843,0.5,4,5c83f171fff8430001e997b4,0.6533187672492394,-0.04535646948165302,-0.21944387403075302,-0.2730482446472869,-0.03889825549228002
AGE,0.4554530029012593,-0.0001090765738849,-0.4058216540890189,-0.4375088582176022,-0.0882110565865559,0.5,4,5c83f171fff8430001e997b4,0.4516020981249116,0.00021097782152633995,-0.40363146934156513,-0.44423575107767344,-0.07620790827402564
REGION_RATING_CLIENT,0.5350316480242349,-0.00164504707286,-0.3358691691822082,-0.3871853233130666,-0.0766463860176972,0.5,4,5c83f171fff8430001e997b4,0.5302148385414803,-0.0021611686533880197,-0.3419018438495243,-0.38701555443887387,-0.07697069400238746
REGION_RATING_CLIENT_W_CITY,0.5114094670851427,-0.0016061907542203,-0.3546778995594469,-0.4052877689109073,-0.0799088874127659,0.5,4,5c83f171fff8430001e997b4,0.5046490568927883,-0.0031918900402827,-0.36328713909674565,-0.40475156159424064,-0.0814273808145845
OBS_30_CNT_SOCIAL_CIRCLE,0.9609930806569998,-0.0045029077547704,-0.0243940605146562,-0.0201182212990654,-0.0104633163594203,0.5,4,5c83f171fff8430001e997b4,0.9565380836383699,-0.004922980748447501,-0.029367555736095858,-0.041965215128831716,-0.023006657017459083
DEF_30_CNT_SOCIAL_CIRCLE,0.6692158891605313,-0.0198316635881637,-0.1777296621936399,-0.1809452408782677,-0.0281976185336378,0.5,4,5c83f171fff8430001e997b4,0.6782557549615628,-0.01922174734984556,-0.17954321776726628,-0.17091787161505587,-0.0419511129423961
OBS_60_CNT_SOCIAL_CIRCLE,0.9571977283061948,-0.004337216964334,-0.0342308684035834,-0.023558721163337,-0.016728926425207,0.5,4,5c83f171fff8430001e997b4,0.9597275385909467,-0.0045037675313335,-0.030008623253519003,-0.03559832165195822,-0.020551729466174
DEF_60_CNT_SOCIAL_CIRCLE,0.5766326671318796,-0.015298281498567,-0.2313138526056337,-0.2288906766308721,-0.0332287355210925,0.5,4,5c83f171fff8430001e997b4,0.6112296238997105,-0.013996199915802221,-0.22302185157504492,-0.2016223299987429,-0.06487095883329322
CODE_GENDER,0.7652184402518483,-0.0404631489414564,-0.1363892947336842,-0.1498447300607661,-0.0154607965565298,0.5,5,5c83f171fff8430001e997b4,0.7661227997720547,-0.04003108549152084,-0.1387485697735838,-0.14532885853000255,-0.0201400216670507
NAME_FAMILY_STATUS,0.6537672637768358,-0.0423626860025015,-0.2294623965041399,-0.2739407813495987,-0.0366636297974325,0.5,5,5c83f171fff8430001e997b4,0.6533935166705055,-0.044857505568461103,-0.2211136277763175,-0.27319700076433884,-0.0385258178764721
AGE,0.452490183861563,-0.0015774462882522,-0.4005807815328436,-0.4356267320297524,-0.0761496523388116,0.5,5,5c83f171fff8430001e997b4,0.4517501124143535,-8.709286343675003e-05,-0.4031230213734449,-0.44280091456968657,-0.07619819895148996
REGION_RATING_CLIENT,0.5405046064181241,-0.000241995337959,-0.3313251476759793,-0.3775138078431235,-0.0758106261273076,0.5,5,5c83f171fff8430001e997b4,0.5319297998542543,-0.00184130643414985,-0.34013906115393344,-0.3854319300062488,-0.07677734935654082
REGION_RATING_CLIENT_W_CITY,0.5186729614078791,-0.00082117602994,-0.347283889285628,-0.3921774712945731,-0.0785544502636829,0.5,5,5c83f171fff8430001e997b4,0.5069863743119701,-0.0027967710385589165,-0.3606199307948927,-0.40265587987762935,-0.0809485590561009
