Feature,DemographicParityRatio,ConditionalDemographicDisparity,EqualOpportunityDifference,AverageOddsDifference,PredictiveParity,fs,iteration,participant_id,CMA_DemographicParityRatio,CMA_ConditionalDemographicDisparity,CMA_EqualOpportunityDifference,CMA_AverageOddsDifference,CMA_PredictiveParity
NAME_INCOME_TYPE,0.0,0.07780968583185133,0.38967909800520384,0.527983703372636,0.1780165868473309,0.5,0,,,,,,
NAME_EDUCATION_TYPE,0.5586178527354997,0.09849407044295681,0.30554704259883547,0.49423693593356405,0.14110970996216898,0.5,0,,,,,,
NAME_FAMILY_STATUS,0.6527759078359703,-0.04160728991030111,0.22819485970561182,0.2704352192551115,0.039028363999399907,0.5,0,,,,,,
NAME_HOUSING_TYPE,0.5718313580094633,-0.05282590778397834,0.2760453037725508,0.31403275289637644,0.09259485924112609,0.5,0,,,,,,
OCCUPATION_TYPE,0.3055562465794318,-0.00462997240824847,0.5432188065099457,0.5728694261644803,0.20015170190575526,0.5,0,,,,,,
WEEKDAY_APPR_PROCESS_START,0.917617947118466,0.00035531573003219836,0.041383098204277546,0.04706501709272923,0.020686700356478793,0.5,0,,,,,,
ORGANIZATION_TYPE,0.0,0.005445631170827287,1.0,1.0,0.25,0.5,0,,,,,,
CNT_CHILDREN,0.5418798716185236,-0.006620432459775289,0.6840346758172295,0.4556537015449784,0.8335625859697386,0.5,0,5fe100d9ece28c2fa6e9a5a1,0.5418798716185236,-0.006620432459775289,0.6840346758172295,0.4556537015449784,0.8335625859697386
AMT_INCOME_TOTAL,0.725635442975439,0.013934331904249643,0.18495814904433072,0.19981605714004685,0.03706441876405442,0.5,0,5fe100d9ece28c2fa6e9a5a1,0.725635442975439,0.013934331904249643,0.18495814904433072,0.19981605714004685,0.03706441876405442
AMT_CREDIT,0.6722609221930715,0.01887462527701016,0.20792554472742653,0.27011860962754497,0.024851675389178207,0.5,0,5fe100d9ece28c2fa6e9a5a1,0.6722609221930715,0.01887462527701016,0.20792554472742653,0.27011860962754497,0.024851675389178207
AMT_ANNUITY,0.7456680903701085,0.023207078611552478,0.162320758593411,0.19681638021765147,0.03923417001713947,0.5,0,5fe100d9ece28c2fa6e9a5a1,0.7456680903701085,0.023207078611552478,0.162320758593411,0.19681638021765147,0.03923417001713947
AMT_GOODS_PRICE,0.6300559031262304,0.07748090479191128,0.2496106135746532,0.3390433753493168,0.034589481606782324,0.5,0,5fe100d9ece28c2fa6e9a5a1,0.6300559031262304,0.07748090479191128,0.2496106135746532,0.3390433753493168,0.034589481606782324
REGION_POPULATION_RELATIVE,0.780171899914572,0.006600983355784666,0.13794874126940093,0.15589470195615004,0.03992943199803678,0.5,0,5fe100d9ece28c2fa6e9a5a1,0.780171899914572,0.006600983355784666,0.13794874126940093,0.15589470195615004,0.03992943199803678
AGE,0.42941389195861623,0.0009270820603780995,0.4322822571464922,0.46683842143624854,0.08171179981789356,0.5,0,5fe100d9ece28c2fa6e9a5a1,0.42941389195861623,0.0009270820603780995,0.4322822571464922,0.46683842143624854,0.08171179981789356
YEARS_EMPLOYED,0.5709309674553811,0.14518064245858156,0.32599168284903446,0.40435930829006167,0.0811742326935545,0.5,0,5fe100d9ece28c2fa6e9a5a1,0.5709309674553811,0.14518064245858156,0.32599168284903446,0.40435930829006167,0.0811742326935545
YEARS_REGISTRATION,0.6837942396470661,0.030988464184285386,0.2205565082845775,0.2566683526292899,0.02703727623680474,0.5,0,5fe100d9ece28c2fa6e9a5a1,0.6837942396470661,0.030988464184285386,0.2205565082845775,0.2566683526292899,0.02703727623680474
YEARS_ID_PUBLISH,0.6898891548346617,-0.019966055627074153,0.19408943367542475,0.20796305055011602,0.0249220645199697,0.5,0,5fe100d9ece28c2fa6e9a5a1,0.6898891548346617,-0.019966055627074153,0.19408943367542475,0.20796305055011602,0.0249220645199697
FLAG_MOBIL,0.6134871162372079,5.432943946391034e-05,0.316914580920994,,0.16659421864811996,0.5,0,5fe100d9ece28c2fa6e9a5a1,0.6134871162372079,5.432943946391034e-05,0.316914580920994,,0.16659421864811996
FLAG_EMP_PHONE,0.7275112610113832,0.0830188408501683,0.167787264647126,0.24177144577372559,0.006049818495417303,0.5,0,5fe100d9ece28c2fa6e9a5a1,0.7275112610113832,0.0830188408501683,0.167787264647126,0.24177144577372559,0.006049818495417303
FLAG_WORK_PHONE,0.8333456947388529,-0.04297409820882474,0.08856069872114314,0.09085687841352746,0.02768462454930587,0.5,0,5fe100d9ece28c2fa6e9a5a1,0.8333456947388529,-0.04297409820882474,0.08856069872114314,0.09085687841352746,0.02768462454930587
FLAG_CONT_MOBILE,0.8125563495508732,0.00104843195229188,0.07895290360823748,0.20016617355038416,0.03348761230601682,0.5,0,5fe100d9ece28c2fa6e9a5a1,0.8125563495508732,0.00104843195229188,0.07895290360823748,0.20016617355038416,0.03348761230601682
FLAG_PHONE,0.8603112753044371,0.03613902613082887,0.0853427830958895,0.08691384020241752,0.013546891460357813,0.5,0,5fe100d9ece28c2fa6e9a5a1,0.8603112753044371,0.03613902613082887,0.0853427830958895,0.08691384020241752,0.013546891460357813
FLAG_EMAIL,0.9157103434215762,0.011744996868058591,0.06029934381539792,0.04559938407558062,0.009436457364432105,0.5,0,5fe100d9ece28c2fa6e9a5a1,0.9157103434215762,0.011744996868058591,0.06029934381539792,0.04559938407558062,0.009436457364432105
CNT_FAM_MEMBERS,0.8124838648694248,-0.023767573157218343,0.07833693927742913,0.10985050668624191,0.01929827666566375,0.5,0,5fe100d9ece28c2fa6e9a5a1,0.8124838648694248,-0.023767573157218343,0.07833693927742913,0.10985050668624191,0.01929827666566375
REGION_RATING_CLIENT,0.5296706445642616,-0.003938821127196623,0.3424938220563444,0.3766006246820818,0.08092656210787819,0.5,0,5fe100d9ece28c2fa6e9a5a1,0.5296706445642616,-0.003938821127196623,0.3424938220563444,0.3766006246820818,0.08092656210787819
REGION_RATING_CLIENT_W_CITY,0.5004955574616842,-0.004874928042666113,0.36818600511276023,0.3988687574122953,0.0852623763283814,0.5,0,5fe100d9ece28c2fa6e9a5a1,0.5004955574616842,-0.004874928042666113,0.36818600511276023,0.3988687574122953,0.0852623763283814
HOUR_APPR_PROCESS_START,0.7896962938714657,0.0028365308937577773,0.1354352700977558,0.1315265616295436,0.018485666783659482,0.5,0,5fe100d9ece28c2fa6e9a5a1,0.7896962938714657,0.0028365308937577773,0.1354352700977558,0.1315265616295436,0.018485666783659482
REG_REGION_NOT_LIVE_REGION,0.9836316990593102,-0.0006672960164306365,0.01479476167257554,0.02439221973877867,0.04074565037282518,0.5,0,5fe100d9ece28c2fa6e9a5a1,0.9836316990593102,-0.0006672960164306365,0.01479476167257554,0.02439221973877867,0.04074565037282518
REG_REGION_NOT_WORK_REGION,0.9500607019164041,-0.005858422309872084,0.03940767591467664,0.023813223284502888,0.02217840452840525,0.5,0,5fe100d9ece28c2fa6e9a5a1,0.9500607019164041,-0.005858422309872084,0.03940767591467664,0.023813223284502888,0.02217840452840525
LIVE_REGION_NOT_WORK_REGION,0.9773043902755841,-0.002193015129965301,0.022960528753112386,0.0157569470768614,0.004393219984172414,0.5,0,5fe100d9ece28c2fa6e9a5a1,0.9773043902755841,-0.002193015129965301,0.022960528753112386,0.0157569470768614,0.004393219984172414
REG_CITY_NOT_LIVE_CITY,0.5952696148198062,-0.07008744749531966,0.2448191176269428,0.21849839838384827,0.060175682476522385,0.5,0,5fe100d9ece28c2fa6e9a5a1,0.5952696148198062,-0.07008744749531966,0.2448191176269428,0.21849839838384827,0.060175682476522385
REG_CITY_NOT_WORK_CITY,0.6750915353825294,-0.08636573965185373,0.1992654569195197,0.19166145837366544,0.033384432805375175,0.5,0,5fe100d9ece28c2fa6e9a5a1,0.6750915353825294,-0.08636573965185373,0.1992654569195197,0.19166145837366544,0.033384432805375175
LIVE_CITY_NOT_WORK_CITY,0.7616235501525518,-0.06141449119688429,0.13748066226016886,0.1382021246502864,0.017038454294179606,0.5,0,5fe100d9ece28c2fa6e9a5a1,0.7616235501525518,-0.06141449119688429,0.13748066226016886,0.1382021246502864,0.017038454294179606
OBS_30_CNT_SOCIAL_CIRCLE,0.9411463817720037,-0.014210835343293426,0.03897214652444192,0.02927385872788238,0.014039761005226192,0.5,0,5fe100d9ece28c2fa6e9a5a1,0.9411463817720037,-0.014210835343293426,0.03897214652444192,0.02927385872788238,0.014039761005226192
DEF_30_CNT_SOCIAL_CIRCLE,0.6264103102404903,-0.019499649562295485,0.23875945065795584,0.1888536952299526,0.07738933183797403,0.5,0,5fe100d9ece28c2fa6e9a5a1,0.6264103102404903,-0.019499649562295485,0.23875945065795584,0.1888536952299526,0.07738933183797403
OBS_60_CNT_SOCIAL_CIRCLE,0.9377708225490009,-0.01488029367968729,0.040484179258836295,0.03198463950421293,0.015630009197214578,0.5,0,5fe100d9ece28c2fa6e9a5a1,0.9377708225490009,-0.01488029367968729,0.040484179258836295,0.03198463950421293,0.015630009197214578
DEF_60_CNT_SOCIAL_CIRCLE,0.7030298987810368,-0.050994400227078886,0.19307249753016653,0.15647319800319598,0.04195393426388572,0.5,0,5fe100d9ece28c2fa6e9a5a1,0.7030298987810368,-0.050994400227078886,0.19307249753016653,0.15647319800319598,0.04195393426388572
YEARS_LAST_PHONE_CHANGE,0.6507608613006086,0.07398920102869665,0.229338293574057,0.284205279109902,0.038545238723292075,0.5,0,5fe100d9ece28c2fa6e9a5a1,0.6507608613006086,0.07398920102869665,0.229338293574057,0.284205279109902,0.038545238723292075
AMT_REQ_CREDIT_BUREAU_HOUR,0.7797932160348268,-0.07276512643565863,0.37262389680923286,0.31376292879677325,0.5238095238095237,0.5,0,5fe100d9ece28c2fa6e9a5a1,0.7797932160348268,-0.07276512643565863,0.37262389680923286,0.31376292879677325,0.5238095238095237
AMT_REQ_CREDIT_BUREAU_DAY,0.7793824400265876,-0.07380186109596977,0.20633143322475567,0.14263940082290416,0.2386005196688622,0.5,0,5fe100d9ece28c2fa6e9a5a1,0.7793824400265876,-0.07380186109596977,0.20633143322475567,0.14263940082290416,0.2386005196688622
AMT_REQ_CREDIT_BUREAU_WEEK,0.9721131004987434,-0.06959502781025685,0.1172205438066466,0.10980490575220628,0.07090558766859345,0.5,0,5fe100d9ece28c2fa6e9a5a1,0.9721131004987434,-0.06959502781025685,0.1172205438066466,0.10980490575220628,0.07090558766859345
AMT_REQ_CREDIT_BUREAU_MON,0.8665878934607332,-0.031894504589199076,0.09513229028677817,0.10258650063180386,0.030265785306066273,0.5,0,5fe100d9ece28c2fa6e9a5a1,0.8665878934607332,-0.031894504589199076,0.09513229028677817,0.10258650063180386,0.030265785306066273
AMT_REQ_CREDIT_BUREAU_QRT,0.8759588043980732,-0.024302219598115724,0.0781899230918548,0.08099560949409151,0.0369228051147068,0.5,0,5fe100d9ece28c2fa6e9a5a1,0.8759588043980732,-0.024302219598115724,0.0781899230918548,0.08099560949409151,0.0369228051147068
AMT_REQ_CREDIT_BUREAU_YEAR,0.8664934016771095,-0.06009655380080153,0.07726242334042133,0.07491769129515388,0.026076205065695635,0.5,0,5fe100d9ece28c2fa6e9a5a1,0.8664934016771095,-0.06009655380080153,0.07726242334042133,0.07491769129515388,0.026076205065695635
NAME_CONTRACT_TYPE,0.7983386929803308,0.042387554987623914,0.11649581472588144,0.14702873893447,0.04156582462182867,0.5,0,5fe100d9ece28c2fa6e9a5a1,0.7983386929803308,0.042387554987623914,0.11649581472588144,0.14702873893447,0.04156582462182867
CODE_GENDER,0.7624963092548289,-0.040242702445421254,0.13988603416378076,0.14710819706544198,0.018827077319276575,0.5,0,5fe100d9ece28c2fa6e9a5a1,0.7624963092548289,-0.040242702445421254,0.13988603416378076,0.14710819706544198,0.018827077319276575
FLAG_OWN_CAR,0.7409443673184158,0.04710880455901006,0.16303651526661467,0.17856538290842414,0.027588300343620253,0.5,0,5fe100d9ece28c2fa6e9a5a1,0.7409443673184158,0.04710880455901006,0.16303651526661467,0.17856538290842414,0.027588300343620253
FLAG_OWN_REALTY,0.9818514918608793,-0.0038811822958565376,0.014638383601756955,0.011657207747604065,0.012726595027398924,0.5,0,5fe100d9ece28c2fa6e9a5a1,0.9818514918608793,-0.0038811822958565376,0.014638383601756955,0.011657207747604065,0.012726595027398924
NAME_TYPE_SUITE,0.6007326007326007,0.015173941132622892,0.40290088638195004,0.31713367300463957,0.07865475756471019,0.5,0,5fe100d9ece28c2fa6e9a5a1,0.6007326007326007,0.015173941132622892,0.40290088638195004,0.31713367300463957,0.07865475756471019
NAME_INCOME_TYPE,0.0,0.07882414788995476,0.40069384215091064,0.5437067394636506,0.17874970287615877,0.5,0,5fe100d9ece28c2fa6e9a5a1,0.0,0.07882414788995476,0.40069384215091064,0.5437067394636506,0.17874970287615877
NAME_EDUCATION_TYPE,0.5958110516934048,0.09971306654839449,0.27051314581620167,0.4685899062414342,0.13132635253054092,0.5,0,5fe100d9ece28c2fa6e9a5a1,0.5958110516934048,0.09971306654839449,0.27051314581620167,0.4685899062414342,0.13132635253054092
NAME_FAMILY_STATUS,0.6523400191021967,-0.04224555953037399,0.22224298528058872,0.2741152673997737,0.031003098142693752,0.5,0,5fe100d9ece28c2fa6e9a5a1,0.6523400191021967,-0.04224555953037399,0.22224298528058872,0.2741152673997737,0.031003098142693752
NAME_HOUSING_TYPE,0.5648736239120147,-0.058062525854770466,0.2778377037910397,0.2971882932974914,0.0916601101494886,0.5,0,5fe100d9ece28c2fa6e9a5a1,0.5648736239120147,-0.058062525854770466,0.2778377037910397,0.2971882932974914,0.0916601101494886
OCCUPATION_TYPE,0.2796844983005763,-0.004503479815876769,0.6124171187462326,0.5920046647568505,0.2812975936643314,0.5,0,5fe100d9ece28c2fa6e9a5a1,0.2796844983005763,-0.004503479815876769,0.6124171187462326,0.5920046647568505,0.2812975936643314
WEEKDAY_APPR_PROCESS_START,0.9276662343402433,0.00012032635918464507,0.03427531154179497,0.038786059450551164,0.018881175990200116,0.5,0,5fe100d9ece28c2fa6e9a5a1,0.9276662343402433,0.00012032635918464507,0.03427531154179497,0.038786059450551164,0.018881175990200116
ORGANIZATION_TYPE,0.0,0.006164440850355753,1.0,1.0,0.4,0.5,0,5fe100d9ece28c2fa6e9a5a1,0.0,0.006164440850355753,1.0,1.0,0.4
CNT_CHILDREN,0.5411652654907778,-0.0041242144373864415,0.6851182951056529,0.40724446223814115,0.8337820759382384,0.5,0,60f5bcf96cd0848f008e3902,0.5411652654907778,-0.0041242144373864415,0.6851182951056529,0.40724446223814115,0.8337820759382384
AMT_INCOME_TOTAL,0.7117253461654471,0.015112362842246216,0.20163327108288864,0.20659626997276415,0.038748061470122,0.5,0,60f5bcf96cd0848f008e3902,0.7117253461654471,0.015112362842246216,0.20163327108288864,0.20659626997276415,0.038748061470122
AMT_CREDIT,0.6729374187770729,0.018927382882604208,0.20828179476412145,0.27101108353695935,0.02582607062037845,0.5,0,60f5bcf96cd0848f008e3902,0.6729374187770729,0.018927382882604208,0.20828179476412145,0.27101108353695935,0.02582607062037845
AMT_ANNUITY,0.7360570316065621,0.02675550704172905,0.17558817486741696,0.2036046527125965,0.0386072594963659,0.5,0,60f5bcf96cd0848f008e3902,0.7360570316065621,0.02675550704172905,0.17558817486741696,0.2036046527125965,0.0386072594963659
AMT_GOODS_PRICE,0.6293809820673093,0.07566678422151774,0.25326120934417484,0.34438331882827133,0.03381958949591102,0.5,0,60f5bcf96cd0848f008e3902,0.6293809820673093,0.07566678422151774,0.25326120934417484,0.34438331882827133,0.03381958949591102
REGION_POPULATION_RELATIVE,0.7872382118415762,0.005563431649660968,0.12986152602936496,0.14376506392770258,0.03637116412154229,0.5,0,60f5bcf96cd0848f008e3902,0.7872382118415762,0.005563431649660968,0.12986152602936496,0.14376506392770258,0.03637116412154229
AGE,0.45427404779044134,0.00022580859158213685,0.3870656693830814,0.452064417956512,0.05869337206492076,0.5,0,60f5bcf96cd0848f008e3902,0.45427404779044134,0.00022580859158213685,0.3870656693830814,0.452064417956512,0.05869337206492076
YEARS_EMPLOYED,0.5524564367942093,0.14180252160198337,0.3512563638707963,0.4713944828090398,0.07395582713808802,0.5,0,60f5bcf96cd0848f008e3902,0.5524564367942093,0.14180252160198337,0.3512563638707963,0.4713944828090398,0.07395582713808802
YEARS_REGISTRATION,0.7055962646352527,0.028709365993125662,0.1916890792264465,0.24701440534197586,0.03377980319173857,0.5,0,60f5bcf96cd0848f008e3902,0.7055962646352527,0.028709365993125662,0.1916890792264465,0.24701440534197586,0.03377980319173857
YEARS_ID_PUBLISH,0.6847477040507831,-0.020455464307250985,0.1974562429989012,0.21306445121534423,0.024561297798552206,0.5,0,60f5bcf96cd0848f008e3902,0.6847477040507831,-0.020455464307250985,0.1974562429989012,0.21306445121534423,0.024561297798552206
FLAG_MOBIL,0.6149204973499116,5.420280427867891e-05,0.315623051572103,,0.16696481812760877,0.5,0,60f5bcf96cd0848f008e3902,0.6149204973499116,5.420280427867891e-05,0.315623051572103,,0.16696481812760877
FLAG_EMP_PHONE,0.7377914450448526,0.07929139373259689,0.15896443581585606,0.2298962563191874,0.008070288442539986,0.5,0,60f5bcf96cd0848f008e3902,0.7377914450448526,0.07929139373259689,0.15896443581585606,0.2298962563191874,0.008070288442539986
FLAG_WORK_PHONE,0.8534370856388472,-0.03777031630521042,0.07627196695545524,0.07738801239620668,0.031038778052316696,0.5,0,60f5bcf96cd0848f008e3902,0.8534370856388472,-0.03777031630521042,0.07627196695545524,0.07738801239620668,0.031038778052316696
FLAG_CONT_MOBILE,0.8353878176231001,0.000898951388605309,0.0776590116705228,0.15306919500194818,0.012557960083626862,0.5,0,60f5bcf96cd0848f008e3902,0.8353878176231001,0.000898951388605309,0.0776590116705228,0.15306919500194818,0.012557960083626862
FLAG_PHONE,0.8601189916945393,0.03632911871175523,0.08376007946423802,0.08951595036776192,0.011321075927817503,0.5,0,60f5bcf96cd0848f008e3902,0.8601189916945393,0.03632911871175523,0.08376007946423802,0.08951595036776192,0.011321075927817503
FLAG_EMAIL,0.9002949447835928,0.014167685787367521,0.06126600399803617,0.06832368308180861,0.003786439916719675,0.5,0,60f5bcf96cd0848f008e3902,0.9002949447835928,0.014167685787367521,0.06126600399803617,0.06832368308180861,0.003786439916719675
CNT_FAM_MEMBERS,0.8810491696980834,-0.022129072861534288,0.058305251414339176,0.06898126199249877,0.06131134796011539,0.5,0,60f5bcf96cd0848f008e3902,0.8810491696980834,-0.022129072861534288,0.058305251414339176,0.06898126199249877,0.06131134796011539
REGION_RATING_CLIENT,0.5425291512248034,0.0018582105530435798,0.3282656732873078,0.3699604962043649,0.07603837603837604,0.5,0,60f5bcf96cd0848f008e3902,0.5425291512248034,0.0018582105530435798,0.3282656732873078,0.3699604962043649,0.07603837603837604
REGION_RATING_CLIENT_W_CITY,0.5166775304812791,9.197556316612463e-05,0.3493728071537243,0.3874949034595103,0.08032974336460319,0.5,0,60f5bcf96cd0848f008e3902,0.5166775304812791,9.197556316612463e-05,0.3493728071537243,0.3874949034595103,0.08032974336460319
HOUR_APPR_PROCESS_START,0.7959181143709504,0.0018971940946136798,0.13572898315330117,0.12190653569075932,0.024951950062082284,0.5,0,60f5bcf96cd0848f008e3902,0.7959181143709504,0.0018971940946136798,0.13572898315330117,0.12190653569075932,0.024951950062082284
REG_REGION_NOT_LIVE_REGION,0.9381060328160251,-0.002534571722248505,0.04179519536956022,0.02249248026693812,0.03569006372924177,0.5,0,60f5bcf96cd0848f008e3902,0.9381060328160251,-0.002534571722248505,0.04179519536956022,0.02249248026693812,0.03569006372924177
REG_REGION_NOT_WORK_REGION,0.9402791093725241,-0.007035679234947804,0.0416652392997271,0.025186552234133214,0.016475019172720762,0.5,0,60f5bcf96cd0848f008e3902,0.9402791093725241,-0.007035679234947804,0.0416652392997271,0.025186552234133214,0.016475019172720762
LIVE_REGION_NOT_WORK_REGION,0.9669729046903499,-0.0032046093474088285,0.023223777446082394,0.01986363844418898,0.0041849039885936135,0.5,0,60f5bcf96cd0848f008e3902,0.9669729046903499,-0.0032046093474088285,0.023223777446082394,0.01986363844418898,0.0041849039885936135
REG_CITY_NOT_LIVE_CITY,0.5776118012354293,-0.07353201513134872,0.2547448236772594,0.23201396470927077,0.052513501962202835,0.5,0,60f5bcf96cd0848f008e3902,0.5776118012354293,-0.07353201513134872,0.2547448236772594,0.23201396470927077,0.052513501962202835
REG_CITY_NOT_WORK_CITY,0.6822265971946512,-0.08462502899517818,0.1939571239259823,0.18750652834735498,0.033739339974021676,0.5,0,60f5bcf96cd0848f008e3902,0.6822265971946512,-0.08462502899517818,0.1939571239259823,0.18750652834735498,0.033739339974021676
LIVE_CITY_NOT_WORK_CITY,0.776201305584972,-0.057708970981998044,0.13042264954818272,0.12699688461150782,0.02246294106417146,0.5,0,60f5bcf96cd0848f008e3902,0.776201305584972,-0.057708970981998044,0.13042264954818272,0.12699688461150782,0.02246294106417146
OBS_30_CNT_SOCIAL_CIRCLE,0.9433970920869713,-0.011647258756914221,0.041067305031434076,0.024979995671002314,0.016440215271819714,0.5,0,60f5bcf96cd0848f008e3902,0.9433970920869713,-0.011647258756914221,0.041067305031434076,0.024979995671002314,0.016440215271819714
