participant_id,iteration,fs,accuracy
,0,0.5,66.59333333333333
5fe100d9ece28c2fa6e9a5a1,0,0.5,66.06
60f5bcf96cd0848f008e3902,0,0.5,66.11
6120211d8e1eab16fcb7ad69,0,0.5,65.47666666666667
6120211d8e1eab16fcb7ad69,1,0.5,65.76666666666667
6120211d8e1eab16fcb7ad69,2,0.5,65.24666666666667
6120211d8e1eab16fcb7ad69,3,0.5,65.36666666666666
6120211d8e1eab16fcb7ad69,4,0.5,66.03333333333333
6120211d8e1eab16fcb7ad69,5,0.5,65.38666666666667
6120211d8e1eab16fcb7ad69,6,0.5,65.7
6120211d8e1eab16fcb7ad69,7,0.5,64.78
6120211d8e1eab16fcb7ad69,8,0.5,65.01333333333334
6120211d8e1eab16fcb7ad69,9,0.5,65.41666666666667
6120211d8e1eab16fcb7ad69,10,0.5,64.99000000000001
6120211d8e1eab16fcb7ad69,11,0.5,65.9
6120211d8e1eab16fcb7ad69,12,0.5,65.53999999999999
6120211d8e1eab16fcb7ad69,13,0.5,65.78
60e0e480c45d13e3fc1aae6b,0,0.5,66.05
6151f4af8af3c53428216391,0,0.5,66.01
6151f4af8af3c53428216391,1,0.5,66.01666666666667
6151f4af8af3c53428216391,2,0.5,66.31333333333333
6151f4af8af3c53428216391,3,0.5,65.81666666666666
6151f4af8af3c53428216391,4,0.5,66.17333333333333
6101c49c2727ad36a6c593af,0,0.5,66.2
60dc5726c777d9a0e550d1ca,0,0.5,65.93666666666667
60dc5726c777d9a0e550d1ca,1,0.5,66.17666666666666
60e46e73e4c4216e7dcbe325,0,0.5,65.8
60e46e73e4c4216e7dcbe325,1,0.5,66.16
60e46e73e4c4216e7dcbe325,2,0.5,66.62666666666667
5f256074297aac1d8ef7382d,0,0.5,66.16666666666666
5f256074297aac1d8ef7382d,1,0.5,66.38333333333334
5f256074297aac1d8ef7382d,2,0.5,65.93666666666667
5f256074297aac1d8ef7382d,3,0.5,66.11666666666667
5f256074297aac1d8ef7382d,4,0.5,66.06
5f256074297aac1d8ef7382d,5,0.5,65.93666666666667
5f256074297aac1d8ef7382d,6,0.5,66.21666666666667
5f256074297aac1d8ef7382d,7,0.5,65.98333333333333
5f256074297aac1d8ef7382d,8,0.5,66.03333333333333
5f256074297aac1d8ef7382d,9,0.5,66.03333333333333
5f256074297aac1d8ef7382d,10,0.5,65.94
5f256074297aac1d8ef7382d,11,0.5,66.10333333333334
5f256074297aac1d8ef7382d,12,0.5,66.18666666666667
5f256074297aac1d8ef7382d,13,0.5,66.17666666666666
5f256074297aac1d8ef7382d,14,0.5,66.09666666666666
5f256074297aac1d8ef7382d,15,0.5,66.11333333333333
5f256074297aac1d8ef7382d,16,0.5,66.08333333333334
5f256074297aac1d8ef7382d,17,0.5,65.90333333333334
5f256074297aac1d8ef7382d,18,0.5,66.27
5f256074297aac1d8ef7382d,19,0.5,65.87333333333333
5f256074297aac1d8ef7382d,20,0.5,65.69
5f256074297aac1d8ef7382d,21,0.5,65.83
5f256074297aac1d8ef7382d,22,0.5,66.11666666666667
5f256074297aac1d8ef7382d,23,0.5,66.02
5f256074297aac1d8ef7382d,24,0.5,65.90333333333334
5f256074297aac1d8ef7382d,25,0.5,66.05333333333333
5d66a40c141c9800016a08a2,0,0.5,66.40333333333334
5d66a40c141c9800016a08a2,1,0.5,65.95
5d66a40c141c9800016a08a2,2,0.5,65.96333333333332
5d66a40c141c9800016a08a2,3,0.5,66.03666666666666
5d66a40c141c9800016a08a2,4,0.5,65.93333333333334
5d66a40c141c9800016a08a2,5,0.5,65.96
5d66a40c141c9800016a08a2,6,0.5,65.97666666666666
5d66a40c141c9800016a08a2,7,0.5,66.05666666666666
5952a5175071bb0001ce96c7,0,0.5,65.96333333333332
5952a5175071bb0001ce96c7,1,0.5,66.08000000000001
5952a5175071bb0001ce96c7,2,0.5,66.19333333333334
5952a5175071bb0001ce96c7,3,0.5,65.5
5952a5175071bb0001ce96c7,4,0.5,66.05
5952a5175071bb0001ce96c7,5,0.5,66.4
5952a5175071bb0001ce96c7,6,0.5,66.08000000000001
5952a5175071bb0001ce96c7,7,0.5,65.86666666666666
5952a5175071bb0001ce96c7,8,0.5,65.77
5952a5175071bb0001ce96c7,9,0.5,65.78333333333333
5952a5175071bb0001ce96c7,10,0.5,65.56333333333333
60c63a0fb09fbf271e554c36,0,0.5,66.55
60c63a0fb09fbf271e554c36,1,0.5,65.99333333333334
60c63a0fb09fbf271e554c36,2,0.5,66.05666666666666
60c63a0fb09fbf271e554c36,3,0.5,65.83
60c63a0fb09fbf271e554c36,4,0.5,65.87666666666667
