participant_id,iteration,fs,accuracy,CMA_accuracy
,0,0.5,66.59333333333333,
5fe100d9ece28c2fa6e9a5a1,0,0.5,66.06,66.06
60f5bcf96cd0848f008e3902,0,0.5,66.11,66.11
6120211d8e1eab16fcb7ad69,0,0.5,65.47666666666667,65.47666666666667
6120211d8e1eab16fcb7ad69,1,0.5,65.76666666666667,65.62166666666667
6120211d8e1eab16fcb7ad69,2,0.5,65.24666666666667,65.49666666666667
6120211d8e1eab16fcb7ad69,3,0.5,65.36666666666666,65.46416666666667
6120211d8e1eab16fcb7ad69,4,0.5,66.03333333333333,65.578
6120211d8e1eab16fcb7ad69,5,0.5,65.38666666666667,65.5461111111111
6120211d8e1eab16fcb7ad69,6,0.5,65.7,65.56809523809524
6120211d8e1eab16fcb7ad69,7,0.5,64.78,65.46958333333333
6120211d8e1eab16fcb7ad69,8,0.5,65.01333333333334,65.41888888888889
6120211d8e1eab16fcb7ad69,9,0.5,65.41666666666667,65.41866666666667
6120211d8e1eab16fcb7ad69,10,0.5,64.99000000000001,65.37969696969698
6120211d8e1eab16fcb7ad69,11,0.5,65.9,65.42305555555556
6120211d8e1eab16fcb7ad69,12,0.5,65.53999999999999,65.43205128205128
6120211d8e1eab16fcb7ad69,13,0.5,65.78,65.45690476190477
60e0e480c45d13e3fc1aae6b,0,0.5,66.05,66.05
6151f4af8af3c53428216391,0,0.5,66.01,66.01
6151f4af8af3c53428216391,1,0.5,66.01666666666667,66.01333333333334
6151f4af8af3c53428216391,2,0.5,66.31333333333333,66.11333333333333
6151f4af8af3c53428216391,3,0.5,65.81666666666666,66.03916666666666
6151f4af8af3c53428216391,4,0.5,66.17333333333333,66.066
6101c49c2727ad36a6c593af,0,0.5,66.2,66.2
60dc5726c777d9a0e550d1ca,0,0.5,65.93666666666667,65.93666666666667
60dc5726c777d9a0e550d1ca,1,0.5,66.17666666666666,66.05666666666667
60e46e73e4c4216e7dcbe325,0,0.5,65.8,65.8
60e46e73e4c4216e7dcbe325,1,0.5,66.16,65.97999999999999
60e46e73e4c4216e7dcbe325,2,0.5,66.62666666666667,66.19555555555554
5f256074297aac1d8ef7382d,0,0.5,66.16666666666666,66.16666666666666
5f256074297aac1d8ef7382d,1,0.5,66.38333333333334,66.275
5f256074297aac1d8ef7382d,2,0.5,65.93666666666667,66.16222222222223
5f256074297aac1d8ef7382d,3,0.5,66.11666666666667,66.15083333333334
5f256074297aac1d8ef7382d,4,0.5,66.06,66.13266666666667
5f256074297aac1d8ef7382d,5,0.5,65.93666666666667,66.10000000000001
5f256074297aac1d8ef7382d,6,0.5,66.21666666666667,66.11666666666666
5f256074297aac1d8ef7382d,7,0.5,65.98333333333333,66.1
5f256074297aac1d8ef7382d,8,0.5,66.03333333333333,66.0925925925926
5f256074297aac1d8ef7382d,9,0.5,66.03333333333333,66.08666666666667
5f256074297aac1d8ef7382d,10,0.5,65.94,66.07333333333332
5f256074297aac1d8ef7382d,11,0.5,66.10333333333334,66.07583333333334
5f256074297aac1d8ef7382d,12,0.5,66.18666666666667,66.08435897435898
5f256074297aac1d8ef7382d,13,0.5,66.17666666666666,66.09095238095237
5f256074297aac1d8ef7382d,14,0.5,66.09666666666666,66.09133333333334
5f256074297aac1d8ef7382d,15,0.5,66.11333333333333,66.09270833333333
5f256074297aac1d8ef7382d,16,0.5,66.08333333333334,66.0921568627451
5f256074297aac1d8ef7382d,17,0.5,65.90333333333334,66.08166666666666
5f256074297aac1d8ef7382d,18,0.5,66.27,66.09157894736842
5f256074297aac1d8ef7382d,19,0.5,65.87333333333333,66.08066666666666
5f256074297aac1d8ef7382d,20,0.5,65.69,66.06206349206349
5f256074297aac1d8ef7382d,21,0.5,65.83,66.05151515151516
5f256074297aac1d8ef7382d,22,0.5,66.11666666666667,66.05434782608695
5f256074297aac1d8ef7382d,23,0.5,66.02,66.05291666666666
5f256074297aac1d8ef7382d,24,0.5,65.90333333333334,66.04693333333334
5f256074297aac1d8ef7382d,25,0.5,66.05333333333333,66.04717948717949
5d66a40c141c9800016a08a2,0,0.5,66.40333333333334,66.40333333333334
5d66a40c141c9800016a08a2,1,0.5,65.95,66.17666666666668
5d66a40c141c9800016a08a2,2,0.5,65.96333333333332,66.10555555555555
5d66a40c141c9800016a08a2,3,0.5,66.03666666666666,66.08833333333334
5d66a40c141c9800016a08a2,4,0.5,65.93333333333334,66.05733333333333
5d66a40c141c9800016a08a2,5,0.5,65.96,66.0411111111111
5d66a40c141c9800016a08a2,6,0.5,65.97666666666666,66.03190476190476
5d66a40c141c9800016a08a2,7,0.5,66.05666666666666,66.035
5952a5175071bb0001ce96c7,0,0.5,65.96333333333332,65.96333333333332
5952a5175071bb0001ce96c7,1,0.5,66.08000000000001,66.02166666666668
5952a5175071bb0001ce96c7,2,0.5,66.19333333333334,66.0788888888889
5952a5175071bb0001ce96c7,3,0.5,65.5,65.93416666666667
5952a5175071bb0001ce96c7,4,0.5,66.05,65.95733333333334
5952a5175071bb0001ce96c7,5,0.5,66.4,66.03111111111112
5952a5175071bb0001ce96c7,6,0.5,66.08000000000001,66.03809523809524
5952a5175071bb0001ce96c7,7,0.5,65.86666666666666,66.01666666666667
5952a5175071bb0001ce96c7,8,0.5,65.77,65.98925925925926
5952a5175071bb0001ce96c7,9,0.5,65.78333333333333,65.96866666666668
5952a5175071bb0001ce96c7,10,0.5,65.56333333333333,65.93181818181819
60c63a0fb09fbf271e554c36,0,0.5,66.55,66.55
60c63a0fb09fbf271e554c36,1,0.5,65.99333333333334,66.27166666666668
60c63a0fb09fbf271e554c36,2,0.5,66.05666666666666,66.2
60c63a0fb09fbf271e554c36,3,0.5,65.83,66.1075
60c63a0fb09fbf271e554c36,4,0.5,65.87666666666667,66.06133333333334
608252263bd38a91cf28c121,0,0.5,66.24666666666667,66.24666666666667
608252263bd38a91cf28c121,1,0.5,66.18666666666667,66.21666666666667
608252263bd38a91cf28c121,2,0.5,66.20333333333333,66.21222222222222
608252263bd38a91cf28c121,3,0.5,66.17,66.20166666666667
5c83f171fff8430001e997b4,0,0.5,66.19,66.19
5c83f171fff8430001e997b4,1,0.5,66.15666666666667,66.17333333333333
5c83f171fff8430001e997b4,2,0.5,66.26666666666667,66.20444444444445
5c83f171fff8430001e997b4,3,0.5,66.24333333333333,66.21416666666667
