participant_id,iteration,fs,consistency_10,consistency_100,theil_index
,0,0.5,0.6734933333333333,0.6191753333333334,0.300479047812362
5fe100d9ece28c2fa6e9a5a1,0,0.5,0.67858,0.6222926666666667,0.308816851479683
60f5bcf96cd0848f008e3902,0,0.5,0.6757500000000001,0.620665,0.30763689911164593
6120211d8e1eab16fcb7ad69,0,0.5,0.6869833333333333,0.6288573333333333,0.3139125189530158
6120211d8e1eab16fcb7ad69,1,0.5,0.68295,0.6256536666666667,0.3084689479057899
6120211d8e1eab16fcb7ad69,2,0.5,0.6859,0.6280506666666668,0.31621683598829203
6120211d8e1eab16fcb7ad69,3,0.5,0.68784,0.6298269999999999,0.3161340417100574
6120211d8e1eab16fcb7ad69,4,0.5,0.67605,0.6210176666666667,0.30728824860270004
6120211d8e1eab16fcb7ad69,5,0.5,0.6829666666666667,0.624232,0.3170366153419226
6120211d8e1eab16fcb7ad69,6,0.5,0.68997,0.632643,0.31031457593713757
6120211d8e1eab16fcb7ad69,7,0.5,0.68548,0.6264593333333333,0.32326044678877885
6120211d8e1eab16fcb7ad69,8,0.5,0.68546,0.6277583333333333,0.3208946881359995
6120211d8e1eab16fcb7ad69,9,0.5,0.6854100000000001,0.6256533333333334,0.3169963344093499
6120211d8e1eab16fcb7ad69,10,0.5,0.68636,0.628355,0.32091703352418904
6120211d8e1eab16fcb7ad69,11,0.5,0.6850533333333333,0.627677,0.31064451482482774
6120211d8e1eab16fcb7ad69,12,0.5,0.6836566666666667,0.6273913333333334,0.31155634847895713
6120211d8e1eab16fcb7ad69,13,0.5,0.6851433333333334,0.6276636666666666,0.314339340383983
60e0e480c45d13e3fc1aae6b,0,0.5,0.67843,0.622587,0.3087700043945482
6151f4af8af3c53428216391,0,0.5,0.6743333333333333,0.6192396666666666,0.30974388633547784
6151f4af8af3c53428216391,1,0.5,0.6786533333333333,0.6227253333333334,0.30932743887272884
6151f4af8af3c53428216391,2,0.5,0.6780666666666666,0.6222513333333334,0.30660623702490364
6151f4af8af3c53428216391,3,0.5,0.6772866666666667,0.6217093333333333,0.3132973561500105
6151f4af8af3c53428216391,4,0.5,0.6788000000000001,0.621776,0.3087774523038019
6101c49c2727ad36a6c593af,0,0.5,0.6782566666666667,0.6224613333333333,0.3055593694677672
60dc5726c777d9a0e550d1ca,0,0.5,0.6773266666666666,0.6196816666666667,0.3095688762563649
60dc5726c777d9a0e550d1ca,1,0.5,0.6760600000000001,0.621285,0.3067052488115043
60e46e73e4c4216e7dcbe325,0,0.5,0.6768266666666667,0.622224,0.31283081776696003
60e46e73e4c4216e7dcbe325,1,0.5,0.6767833333333333,0.6203293333333333,0.3077620368973661
60e46e73e4c4216e7dcbe325,2,0.5,0.6798766666666667,0.623122,0.30107731055338405
5f256074297aac1d8ef7382d,0,0.5,0.6791666666666667,0.6228463333333334,0.30933771515698055
5f256074297aac1d8ef7382d,1,0.5,0.6781366666666666,0.6221413333333333,0.3053059019714031
5f256074297aac1d8ef7382d,2,0.5,0.6798333333333333,0.6234999999999999,0.30989602602000116
5f256074297aac1d8ef7382d,3,0.5,0.67801,0.6217763333333334,0.3097576672359881
5f256074297aac1d8ef7382d,4,0.5,0.68123,0.6234253333333333,0.3108113312822741
5f256074297aac1d8ef7382d,5,0.5,0.67823,0.6226263333333333,0.3118220057193111
5f256074297aac1d8ef7382d,6,0.5,0.6768566666666667,0.6207386666666665,0.3081583007067298
5f256074297aac1d8ef7382d,7,0.5,0.6786933333333334,0.621642,0.3106840513041412
5f256074297aac1d8ef7382d,8,0.5,0.6820833333333334,0.624382,0.30982882497574726
5f256074297aac1d8ef7382d,9,0.5,0.6753066666666666,0.6204323333333334,0.3100465096389967
5f256074297aac1d8ef7382d,10,0.5,0.6776,0.6217993333333333,0.31322983156681583
5f256074297aac1d8ef7382d,11,0.5,0.6781133333333333,0.6221383333333335,0.3088501774516114
5f256074297aac1d8ef7382d,12,0.5,0.67883,0.6219806666666667,0.30812757772910027
5f256074297aac1d8ef7382d,13,0.5,0.6770833333333333,0.6213823333333333,0.3075742487614027
5f256074297aac1d8ef7382d,14,0.5,0.6802566666666667,0.6231173333333333,0.3091936050426497
5f256074297aac1d8ef7382d,15,0.5,0.6798933333333332,0.622772,0.30965766371668235
5f256074297aac1d8ef7382d,16,0.5,0.67929,0.6229586666666667,0.31009805978393057
5f256074297aac1d8ef7382d,17,0.5,0.6790433333333333,0.6226036666666667,0.3107086840185678
5f256074297aac1d8ef7382d,18,0.5,0.6796166666666666,0.6233196666666667,0.3071159946517488
5f256074297aac1d8ef7382d,19,0.5,0.6780299999999999,0.6211113333333333,0.3121316563459744
5f256074297aac1d8ef7382d,20,0.5,0.67928,0.6227853333333333,0.3155579000411758
5f256074297aac1d8ef7382d,21,0.5,0.6770700000000001,0.6204043333333333,0.3146089099009858
5f256074297aac1d8ef7382d,22,0.5,0.67726,0.6208773333333333,0.31106148745719275
5f256074297aac1d8ef7382d,23,0.5,0.6777266666666666,0.6207706666666666,0.3107341452039712
5f256074297aac1d8ef7382d,24,0.5,0.6763366666666667,0.621158,0.3106723198822761
5f256074297aac1d8ef7382d,25,0.5,0.6805633333333334,0.6227616666666667,0.31068368931501744
5d66a40c141c9800016a08a2,0,0.5,0.6779366666666666,0.6220080000000001,0.30482130047749695
5d66a40c141c9800016a08a2,1,0.5,0.6771800000000001,0.6211683333333333,0.31095187216908454
5d66a40c141c9800016a08a2,2,0.5,0.6789233333333333,0.6211800000000001,0.31055416602104385
5d66a40c141c9800016a08a2,3,0.5,0.6754666666666667,0.6212143333333333,0.3100016021387512
5d66a40c141c9800016a08a2,4,0.5,0.6735933333333333,0.6165053333333333,0.3113219813331418
5d66a40c141c9800016a08a2,5,0.5,0.6762033333333333,0.619284,0.30954550723802454
5d66a40c141c9800016a08a2,6,0.5,0.67923,0.6222289999999999,0.31022920522109476
5d66a40c141c9800016a08a2,7,0.5,0.6776899999999999,0.6200583333333334,0.3082449746659061
5952a5175071bb0001ce96c7,0,0.5,0.6768533333333333,0.6209393333333333,0.3092462896625428
