Feature,DemographicParityRatio,ConditionalDemographicDisparity,EqualOpportunityDifference,AverageOddsDifference,PredictiveParity,fs,iteration,participant_id,CMA_DemographicParityRatio,CMA_ConditionalDemographicDisparity,CMA_EqualOpportunityDifference,CMA_AverageOddsDifference,CMA_PredictiveParity
REGION_RATING_CLIENT_W_CITY,0.496760833316592,-0.0041306983113131,-0.3716497103804211,-0.4082213857029736,-0.0814692396797552,0.5,5,5c83f171fff8430001e997b4,0.5044557391489454,-0.00339586147932166,-0.36444630739349276,-0.3988962682656526,-0.08339235390658076
OBS_30_CNT_SOCIAL_CIRCLE,0.9445244481749078,-0.0076216061393665,-0.0444030916222432,-0.0435155939957161,-0.0260564604950437,0.5,5,5c83f171fff8430001e997b4,0.9654406058053068,-0.00310510013661634,-0.0263122196453886,-0.03402026513858012,-0.02244301666098838
DEF_30_CNT_SOCIAL_CIRCLE,0.7094535701858842,-0.0172228254233352,-0.1697319451928199,-0.1458898646345932,-0.0634964810624469,0.5,5,5c83f171fff8430001e997b4,0.7252631317439117,-0.01632556307018344,-0.16180315895951777,-0.13512844962599677,-0.06825880690741679
OBS_60_CNT_SOCIAL_CIRCLE,0.9514482941839992,-0.0068753541597181,-0.0431035320262549,-0.0321894124862581,-0.0206988235382397,0.5,5,5c83f171fff8430001e997b4,0.9699646210146563,-0.00261166710122044,-0.02399838484229468,-0.027109670012715237,-0.01913997069683924
DEF_60_CNT_SOCIAL_CIRCLE,0.6450523700564744,-0.0126813905998861,-0.2162887505053718,-0.1744464519267773,-0.0966280419485753,0.5,5,5c83f171fff8430001e997b4,0.6660286137608832,-0.0119627070401097,-0.2083360297713667,-0.15963837887564317,-0.10697740465835417
CODE_GENDER,0.7601084082662597,-0.0409412126884074,-0.137851151901264,-0.1529713724181404,-0.0126921540510426,0.5,6,5c83f171fff8430001e997b4,0.7570217957095728,-0.0415152032138461,-0.143710461813832,-0.15240936268383334,-0.017104019160689068
NAME_FAMILY_STATUS,0.6505986249558058,-0.0459034369023588,-0.2346377644894204,-0.2557355246936107,-0.0388549941823143,0.5,6,5c83f171fff8430001e997b4,0.6552837151239628,-0.04514472920250826,-0.2205626549054079,-0.2638528064019418,-0.038857879930791234
AGE,0.4327770597533403,0.0007006582283123,-0.4270985252791746,-0.4662769082507439,-0.07756077947753,0.5,6,5c83f171fff8430001e997b4,0.4574540617873965,0.0010883670986800334,-0.39679283003397936,-0.44565851509902404,-0.07462070284482387
REGION_RATING_CLIENT,0.5308937445034433,-0.0020985816813114,-0.3397312098952817,-0.3816250240567778,-0.0751947470464918,0.5,6,5c83f171fff8430001e997b4,0.5296013844755731,-0.0023520088712802,-0.3436980255122171,-0.3811954889823008,-0.07880295202993191
REGION_RATING_CLIENT_W_CITY,0.508229261567486,-0.0025134413647508,-0.3560130130440931,-0.3994010330267935,-0.0773467821879217,0.5,6,5c83f171fff8430001e997b4,0.5050846595520354,-0.003248791460226516,-0.3630407583352595,-0.3989803957258427,-0.08238475862013758
OBS_30_CNT_SOCIAL_CIRCLE,0.9675841906255708,-0.0042871926209772,-0.0335550560905436,-0.0529583899387228,-0.0307248852354008,0.5,6,5c83f171fff8430001e997b4,0.9657978699420174,-0.003302115550676483,-0.027519359052914433,-0.03717661927193724,-0.023823328090057116
DEF_30_CNT_SOCIAL_CIRCLE,0.6612145695626693,-0.0201637542279449,-0.1853068217140278,-0.1823133518693935,-0.0309054545295025,0.5,6,5c83f171fff8430001e997b4,0.7145883713803713,-0.01696526159647702,-0.16572043608526946,-0.14299259999989622,-0.0620332481777644
OBS_60_CNT_SOCIAL_CIRCLE,0.971604115833317,-0.0038988336867659,-0.0317946117928509,-0.041155603930895,-0.024248705324406,0.5,6,5c83f171fff8430001e997b4,0.9702378701510997,-0.0028261948654780167,-0.025297756000720716,-0.029450658999078533,-0.019991426468100367
DEF_60_CNT_SOCIAL_CIRCLE,0.6172954441397623,-0.0137177062381304,-0.2190381082373771,-0.1961382677281042,-0.0666879319369286,0.5,6,5c83f171fff8430001e997b4,0.6579064188240297,-0.012255206906446483,-0.21011970951570177,-0.16572169368438666,-0.10026249253811657
CODE_GENDER,0.7485926122878045,-0.0430273431536693,-0.1492570489820407,-0.158906285699888,-0.015163764330408,0.5,7,5c83f171fff8430001e997b4,0.7558176266493203,-0.04173122320524941,-0.1445028314092904,-0.1533374945432697,-0.016826839899220344
NAME_FAMILY_STATUS,0.6550691379817593,-0.0420418215052771,-0.2188230220791168,-0.2764158498435577,-0.0352462950334969,0.5,7,5c83f171fff8430001e997b4,0.6552530612465051,-0.04470145667433239,-0.22031413593022345,-0.2656475268936012,-0.038341939231177756
AGE,0.4369453938371868,-0.0007028693699597,-0.4080291596077827,-0.4559628980975747,-0.0580445530552444,0.5,7,5c83f171fff8430001e997b4,0.4545242520802236,0.0008324761745886429,-0.3983980199730941,-0.4471305698131028,-0.07225268144631254
REGION_RATING_CLIENT,0.5313512796773923,-0.0043291247247438,-0.3395016018289356,-0.3767811062959846,-0.0789561944772657,0.5,7,5c83f171fff8430001e997b4,0.5298513695044045,-0.002634453993203571,-0.34309853641460547,-0.3805648628842556,-0.07882484380812246
REGION_RATING_CLIENT_W_CITY,0.510754616643054,-0.0040539261158193,-0.3541474765665159,-0.3922079965036885,-0.0819107053746807,0.5,7,5c83f171fff8430001e997b4,0.505894653422181,-0.0033638106967397714,-0.36177028951115325,-0.3980129101226778,-0.08231703672792946
OBS_30_CNT_SOCIAL_CIRCLE,0.9320914355267884,-0.0066571212087255,-0.0322839767883669,-0.0641993348482045,-0.025007313693995,0.5,7,5c83f171fff8430001e997b4,0.9609826650255561,-0.0037814020732549144,-0.028200018729407642,-0.041037007211403985,-0.02399246889061967
DEF_30_CNT_SOCIAL_CIRCLE,0.7000610255986327,-0.017800645248977,-0.1692824132304514,-0.1540674866692671,-0.0519593533910144,0.5,7,5c83f171fff8430001e997b4,0.7125130362686943,-0.01708460211826273,-0.1662292899631526,-0.1445747266669492,-0.060594120351085835
OBS_60_CNT_SOCIAL_CIRCLE,0.9322552974116536,-0.0058959655269371,-0.0308475156602942,-0.0561463199673532,-0.0209670293578915,0.5,7,5c83f171fff8430001e997b4,0.9648117883311789,-0.0032647335314007426,-0.026090578809231213,-0.033264324851689196,-0.0201307983094991
DEF_60_CNT_SOCIAL_CIRCLE,0.6446642943580156,-0.0127074224087972,-0.2104035642762435,-0.1760899035084844,-0.0863449460813852,0.5,7,5c83f171fff8430001e997b4,0.6560146867574562,-0.012319809121068014,-0.21016026019577913,-0.16720286651640062,-0.09827427161572637
CODE_GENDER,0.7582681334778371,-0.0412469669146951,-0.1445650533991026,-0.1504920859708463,-0.0200707029773229,0.5,1,5c69824b98f65b0001353794,0.7582681334778371,-0.0412469669146951,-0.1445650533991026,-0.1504920859708463,-0.0200707029773229
NAME_FAMILY_STATUS,0.6266553733760978,-0.0431721546513298,-0.2374889152511735,-0.3131767931869546,-0.0362405847120393,0.5,1,5c69824b98f65b0001353794,0.6266553733760978,-0.0431721546513298,-0.2374889152511735,-0.3131767931869546,-0.0362405847120393
AGE,0.432643127450606,0.0010593894578765,-0.4118745494032592,-0.4854901869247633,-0.0522653661706474,0.5,1,5c69824b98f65b0001353794,0.432643127450606,0.0010593894578765,-0.4118745494032592,-0.4854901869247633,-0.0522653661706474
REGION_RATING_CLIENT,0.5399223034019272,0.0004128325240595,-0.3377317554799162,-0.3663564861106316,-0.0856179286335944,0.5,1,5c69824b98f65b0001353794,0.5399223034019272,0.0004128325240595,-0.3377317554799162,-0.3663564861106316,-0.0856179286335944
REGION_RATING_CLIENT_W_CITY,0.5167806042944165,-0.0011752217509421,-0.3539396197513997,-0.3825895435515458,-0.0881035009300647,0.5,1,5c69824b98f65b0001353794,0.5167806042944165,-0.0011752217509421,-0.3539396197513997,-0.3825895435515458,-0.0881035009300647
OBS_30_CNT_SOCIAL_CIRCLE,0.9284615313958188,-0.0077484768257955,-0.0367840625536033,-0.0619850920165369,-0.0193763387946506,0.5,1,5c69824b98f65b0001353794,0.9284615313958188,-0.0077484768257955,-0.0367840625536033,-0.0619850920165369,-0.0193763387946506
DEF_30_CNT_SOCIAL_CIRCLE,0.6772623569345146,-0.0191827220170149,-0.1995965612134855,-0.1623308820126396,-0.0730607095294836,0.5,1,5c69824b98f65b0001353794,0.6772623569345146,-0.0191827220170149,-0.1995965612134855,-0.1623308820126396,-0.0730607095294836
OBS_60_CNT_SOCIAL_CIRCLE,0.9312214403993612,-0.0072413004820773,-0.0354468674895659,-0.0502992422568518,-0.0119836481281351,0.5,1,5c69824b98f65b0001353794,0.9312214403993612,-0.0072413004820773,-0.0354468674895659,-0.0502992422568518,-0.0119836481281351
DEF_60_CNT_SOCIAL_CIRCLE,0.6252673010050058,-0.0134176139987314,-0.2465000682798654,-0.1815219061748176,-0.1218342221344394,0.5,1,5c69824b98f65b0001353794,0.6252673010050058,-0.0134176139987314,-0.2465000682798654,-0.1815219061748176,-0.1218342221344394
CODE_GENDER,0.7695904253746917,-0.0397191982393159,-0.1336164185047959,-0.1464095569718488,-0.0163726250069584,0.5,2,5c69824b98f65b0001353794,0.7639292794262644,-0.0404830825770055,-0.13909073595194926,-0.14845082147134753,-0.01822166399214065
NAME_FAMILY_STATUS,0.6340288306543909,-0.046272505649083,-0.2400347861085556,-0.3020981325373942,-0.0381727162526428,0.5,2,5c69824b98f65b0001353794,0.6303421020152443,-0.0447223301502064,-0.23876185067986455,-0.3076374628621744,-0.03720665048234105
AGE,0.4374316173538929,-0.000769283928439,-0.4156056578210201,-0.4621301463838488,-0.0692038058676971,0.5,2,5c69824b98f65b0001353794,0.4350373724022495,0.00014505276471874997,-0.41374010361213964,-0.4738101666543061,-0.060734586019172254
REGION_RATING_CLIENT,0.5352745627726263,-0.0001330822155481,-0.3436187363957811,-0.3792780573786042,-0.0825111610330824,0.5,2,5c69824b98f65b0001353794,0.5375984330872767,0.0001398751542557,-0.34067524593784865,-0.3728172717446179,-0.08406454483333839
REGION_RATING_CLIENT_W_CITY,0.5086650949050949,-0.0023252497862116,-0.3651707875789597,-0.3982251675454861,-0.0867177419354838,0.5,2,5c69824b98f65b0001353794,0.5127228495997558,-0.0017502357685768499,-0.3595552036651797,-0.3904073555485159,-0.08741062143277425
OBS_30_CNT_SOCIAL_CIRCLE,0.964428550395286,-0.0041365822331891,-0.0228896088134298,-0.0449640612781095,-0.027606611677408,0.5,2,5c69824b98f65b0001353794,0.9464450408955524,-0.0059425295294923,-0.02983683568351655,-0.053474576647323205,-0.023491475236029298
DEF_30_CNT_SOCIAL_CIRCLE,0.7197716133596079,-0.0168875650327333,-0.1705220460658163,-0.1384311486434926,-0.0731642879135504,0.5,2,5c69824b98f65b0001353794,0.6985169851470613,-0.0180351435248741,-0.1850593036396509,-0.15038101532806608,-0.073112498721517
OBS_60_CNT_SOCIAL_CIRCLE,0.955422435851448,-0.0034468816623537,-0.022071059020978,-0.0443173152968132,-0.0259966253901485,0.5,2,5c69824b98f65b0001353794,0.9433219381254045,-0.0053440910722155,-0.02875896325527195,-0.047308278776832496,-0.0189901367591418
DEF_60_CNT_SOCIAL_CIRCLE,0.6873581653551305,-0.0113517286432023,-0.1931987199711542,-0.1493371916578852,-0.1052531126589317,0.5,2,5c69824b98f65b0001353794,0.6563127331800682,-0.01238467132096685,-0.2198493941255098,-0.1654295489163514,-0.11354366739668555
CODE_GENDER,0.7589893340203356,-0.0412297412360725,-0.1431928762472896,-0.1507721585161859,-0.0185182682364756,0.5,3,5c69824b98f65b0001353794,0.7622826309576215,-0.0407319687966945,-0.14045811605039604,-0.14922460048629366,-0.018320532073585635
NAME_FAMILY_STATUS,0.6427296346481359,-0.045944618623177,-0.2218954116835326,-0.3026153157266937,-0.0317125853849017,0.5,3,5c69824b98f65b0001353794,0.6344712795595415,-0.04512975964119661,-0.23313970434775388,-0.3059634138170142,-0.03537529544986127
AGE,0.4687730844813594,0.0026044707737206,-0.3910824812451313,-0.4368045712214171,-0.0792521488173662,0.5,3,5c69824b98f65b0001353794,0.4462826097619528,0.0009648587677193667,-0.40618756282313684,-0.4614749681766764,-0.06690710695190356
REGION_RATING_CLIENT,0.5338164784488025,-0.0038394310844739,-0.3402902453620586,-0.3751167053241345,-0.083280473384292,0.5,3,5c69824b98f65b0001353794,0.5363377815411187,-0.0011865602586541666,-0.3405469124125853,-0.3735837496044567,-0.08380318768365626
REGION_RATING_CLIENT_W_CITY,0.5076187776851004,-0.0049914616953838,-0.3630378834138886,-0.3934724497526367,-0.0892785352722039,0.5,3,5c69824b98f65b0001353794,0.5110214922948706,-0.0028306444108458333,-0.3607160969147493,-0.39142905361655617,-0.08803325937925081
OBS_30_CNT_SOCIAL_CIRCLE,0.9845023059849586,-0.0017244431556083,-0.0076004181459821,-0.0093461032026144,-0.0100965417176546,0.5,3,5c69824b98f65b0001353794,0.9591307959253544,-0.004536500738197633,-0.022424696504338402,-0.038765085499086936,-0.019026497396571068
DEF_30_CNT_SOCIAL_CIRCLE,0.7341508357713832,-0.0158245811031266,-0.1420515301186414,-0.1366038642583116,-0.0491499247582457,0.5,3,5c69824b98f65b0001353794,0.7103949353551685,-0.017298289384291596,-0.17072337913264776,-0.14578863163814793,-0.06512497406709324
OBS_60_CNT_SOCIAL_CIRCLE,0.9861094862045432,-0.0014446954928769,-0.0083115258644809,-0.0053630011012551,-0.0123521469742698,0.5,3,5c69824b98f65b0001353794,0.9575844541517841,-0.0040442925457693,-0.021943150791674932,-0.03332651955164003,-0.0167774734975178
DEF_60_CNT_SOCIAL_CIRCLE,0.7115119179018689,-0.010346364066735,-0.1580295439914054,-0.1394442384263939,-0.0822108368804164,0.5,3,5c69824b98f65b0001353794,0.6747124614206683,-0.011705235569556235,-0.19924277741414165,-0.15676777875303224,-0.10309939055792916
CODE_GENDER,0.7475357986713415,-0.0431484888612467,-0.1518909090347269,-0.1582134284495187,-0.0179367054145177,0.5,4,5c69824b98f65b0001353794,0.7585959228860515,-0.04133609881283255,-0.14331631429647876,-0.15147180747709993,-0.01822457540881865
NAME_FAMILY_STATUS,0.6473553133302007,-0.0407242369421488,-0.2313775128159562,-0.2769427523393933,-0.0457629646904095,0.5,4,5c69824b98f65b0001353794,0.6376922880022063,-0.04402837896643465,-0.2326991564648045,-0.29870824844760896,-0.037972212759998326
AGE,0.4673230530645191,0.0008148158271473,-0.3905405375242456,-0.4268945509606462,-0.0866446855115983,0.5,4,5c69824b98f65b0001353794,0.45154272058759437,0.00092734803257635,-0.40227580649841405,-0.4528298638726689,-0.07184150159182726
REGION_RATING_CLIENT,0.532324717259986,-0.0019331841423096,-0.3437973728872754,-0.36787564219791,-0.0826366192143487,0.5,4,5c69824b98f65b0001353794,0.5353345154708355,-0.001373216229568025,-0.3413595275312578,-0.3721567227528201,-0.08351154556632936
REGION_RATING_CLIENT_W_CITY,0.5082713393840826,-0.0019920570402563,-0.3631129188616692,-0.3859904238848391,-0.0859800918535319,0.5,4,5c69824b98f65b0001353794,0.5103339540671736,-0.00262099756819845,-0.3613153024014793,-0.3900693961836269,-0.08751996749782108
