participant_id,iteration,fs,accuracy,F1_accepted,F1_rejected,F1_average
,0,0.5,66.59333333333333,0.7560726281458404,0.4701279475520779,0.6131002878489591
,556,0.5,64.95,0.7414874001229257,0.4558861578266495,0.5986867789747876
